variavel,media,variancia_amostral,desvio_padrao_amostral,variancia_empirica_N
convergente,0.8013620885357549,0.1592712839224908,0.3990880653721567,0.15918089159336773
pos_2009,0.3870601589103292,0.23737931381212352,0.48721588009025685,0.23724459229464046
