variavel,n,ausencias,media,variancia_empirica_n,variancia_amostral_n_menos_1,desvio_padrao_amostral,minimo,maximo
convergente,748,0,0.8275401069518716,0.14271747833795648,0.14290853252582453,0.37803244903820693,0,1
eleitorado_valido,748,0,174.13903743315507,211.40312848522993,211.68613133460752,14.5494374920341,64,193
