resolucao_id,simbolo_resolucao,ano,periodo_2009,periodo_fonte,tema,voto_importante,convergente,eleitorado_valido,percentual_apoio_convergente
5132,A/RES/66/17,2011,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,178,93.75
5133,A/RES/66/174,2011,2009-2012,pós-2009,Direitos humanos,1,0,190,
5134,A/RES/66/175,2011,2009-2012,pós-2009,Direitos humanos,1,0,183,
5135,A/RES/66/176,2011,2009-2012,pós-2009,Direitos humanos,1,0,187,
5136,A/RES/66/18,2011,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,176,93.10344827586206
5137,A/RES/66/186,2011,2009-2012,pós-2009,Desenvolvimento econômico,0,1,177,68.57142857142857
5138,A/RES/66/19,2011,2009-2012,pós-2009,Outros / sem codificação,0,1,179,66.10169491525424
5139,A/RES/66/192,2011,2009-2012,pós-2009,Desenvolvimento econômico,0,1,179,92.090395480226
5140,A/RES/66/195,2011,2009-2012,pós-2009,Desenvolvimento econômico,0,1,176,79.88505747126437
5141,A/RES/66/1A,2011,2009-2012,pós-2009,Outros / sem codificação,0,1,146,77.77777777777777
5142,A/RES/66/21,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,170,98.8095238095238
5143,A/RES/66/22,2011,2009-2012,pós-2009,Outros / sem codificação,0,1,174,70.93023255813954
5144,A/RES/66/225,2011,2009-2012,pós-2009,Descolonização; Palestina/Oriente Médio,0,1,180,92.69662921348316
5145,A/RES/66/230,2011,2009-2012,pós-2009,Direitos humanos,0,0,143,
5146,A/RES/66/231,2011,2009-2012,pós-2009,Outros / sem codificação,0,1,141,94.96402877697842
5147,A/RES/66/26,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,177,67.42857142857143
5148,A/RES/66/27,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,178,98.86363636363636
5149,A/RES/66/28,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,176,
5150,A/RES/66/29,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,180,89.88764044943821
5151,A/RES/66/32,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,178,69.88636363636364
5152,A/RES/66/33,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,178,98.29545454545456
5153,A/RES/66/37,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,178,98.29545454545456
5154,A/RES/66/39,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,179,87.00564971751412
5155,A/RES/66/40,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,181,
5156,A/RES/66/44,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,181,87.15083798882682
5157,A/RES/66/45,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,1,1,181,5.027932960893855
5158,A/RES/66/46,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,179,72.31638418079096
5159,A/RES/66/48,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,179,
5160,A/RES/66/49,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,179,89.83050847457628
5161,A/RES/66/51,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,180,64.6067415730337
5162,A/RES/66/57,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,177,65.71428571428571
5163,A/RES/66/6,2011,2009-2012,pós-2009,Desenvolvimento econômico,1,1,191,97.35449735449735
5164,A/RES/66/61,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,178,93.75
5165,A/RES/66/64,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,179,97.74011299435028
5166,A/RES/66/72,2011,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,169,94.61077844311376
5167,A/RES/66/73,2011,2009-2012,pós-2009,Outros / sem codificação,0,1,173,94.15204678362574
5168,A/RES/66/74,2011,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,174,94.76744186046513
5169,A/RES/66/75,2011,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,174,94.76744186046513
5170,A/RES/66/76,2011,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,1,1,170,50
5171,A/RES/66/77,2011,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,173,94.73684210526316
5172,A/RES/66/78,2011,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,173,93.5672514619883
5173,A/RES/66/79,2011,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,172,92.3529411764706
5174,A/RES/66/80,2011,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,174,93.02325581395348
5175,A/RES/66/82,2011,2009-2012,pós-2009,Descolonização,0,1,174,97.67441860465117
5176,A/RES/66/83,2011,2009-2012,pós-2009,Descolonização; Desenvolvimento econômico,0,1,174,97.67441860465117
5177,A/RES/66/84,2011,2009-2012,pós-2009,Descolonização,0,1,171,66.86390532544378
5178,A/RES/66/90,2011,2009-2012,pós-2009,Descolonização,0,1,171,97.0414201183432
5887,A/RES/65/276,2011,2009-2012,pós-2009,Outros / sem codificação,,1,168,84.33734939759036
5888,A/RES/66/1,2011,2009-2012,pós-2009,Outros / sem codificação,,1,141,75.53956834532374
5889,,2011,2009-2012,pós-2009,Outros / sem codificação,,1,150,27.7027027027027
5890,,2011,2009-2012,pós-2009,Outros / sem codificação,,1,151,28.859060402684563
5892,A/RES/66/28,2011,2009-2012,pós-2009,Outros / sem codificação,,1,168,70.48192771084338
5894,A/RES/66/37,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,,1,174,80.81395348837209
5895,A/RES/66/39,2011,2009-2012,pós-2009,Outros / sem codificação,,1,176,86.7816091954023
5896,A/RES/66/39,2011,2009-2012,pós-2009,Outros / sem codificação,,1,174,88.37209302325581
5897,A/RES/66/39,2011,2009-2012,pós-2009,Outros / sem codificação,,1,176,88.50574712643679
5898,A/RES/66/39,2011,2009-2012,pós-2009,Outros / sem codificação,,1,178,88.06818181818181
5899,A/RES/66/39,2011,2009-2012,pós-2009,Outros / sem codificação,,1,178,86.36363636363636
5900,A/RES/66/39,2011,2009-2012,pós-2009,Outros / sem codificação,,1,178,87.5
5901,A/RES/66/40,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,,0,178,
5902,A/RES/66/40,2011,2009-2012,pós-2009,Outros / sem codificação,,1,175,95.95375722543352
5903,A/RES/66/44,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,,0,176,
5904,A/RES/66/44,2011,2009-2012,pós-2009,Outros / sem codificação,,0,178,
5906,A/RES/66/45,2011,2009-2012,pós-2009,Outros / sem codificação,,1,179,97.17514124293784
5907,A/RES/66/45,2011,2009-2012,pós-2009,Outros / sem codificação,,1,181,97.7653631284916
5908,A/RES/66/45,2011,2009-2012,pós-2009,Outros / sem codificação,,0,178,
5909,A/RES/66/45,2011,2009-2012,pós-2009,Outros / sem codificação,,0,178,
5910,A/RES/66/51,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,176,91.95402298850574
5911,A/RES/66/51,2011,2009-2012,pós-2009,Outros / sem codificação,,1,181,96.08938547486034
5912,A/RES/66/61,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,174,97.67441860465117
5913,A/RES/66/61,2011,2009-2012,pós-2009,Outros / sem codificação,,1,175,97.6878612716763
5914,A/RES/66/61,2011,2009-2012,pós-2009,Outros / sem codificação,,1,176,98.27586206896552
5915,A/RES/66/64,2011,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,178,97.72727272727272
5916,A/RES/66/175,2011,2009-2012,pós-2009,Direitos humanos,,0,177,
5917,A/RES/66/247,2011,2009-2012,pós-2009,Outros / sem codificação,,1,139,83.94160583941606
5179,A/RES/66/257,2012,2009-2012,pós-2009,Outros / sem codificação,0,1,150,64.86486486486487
5180,A/RES/66/253,2012,2009-2012,pós-2009,Outros / sem codificação,0,0,166,
5181,A/RES/67/4,2012,2009-2012,pós-2009,Desenvolvimento econômico,1,1,193,97.38219895287958
5182,A/RES/67/19,2012,2009-2012,pós-2009,Palestina/Oriente Médio,1,1,188,73.11827956989248
5183,A/RES/67/20,2012,2009-2012,pós-2009,Direitos humanos; Palestina/Oriente Médio,1,1,169,62.2754491017964
5184,A/RES/67/21,2012,2009-2012,pós-2009,Direitos humanos; Palestina/Oriente Médio,1,1,171,59.76331360946745
5185,A/RES/67/22,2012,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,174,91.86046511627907
5186,A/RES/67/23,2012,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,174,93.6046511627907
5187,A/RES/67/24,2012,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,175,92.48554913294798
5188,A/RES/67/25,2012,2009-2012,pós-2009,Outros / sem codificação,0,1,175,62.42774566473989
5190,A/RES/67/30,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,185,98.90710382513662
5191,A/RES/67/31,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,183,79.55801104972376
5192,A/RES/67/32,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,184,89.56043956043956
5193,A/RES/67/33,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,183,73.48066298342542
5194,A/RES/67/34,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,186,
5195,A/RES/67/35,2012,2009-2012,pós-2009,Outros / sem codificação,0,1,185,97.81420765027322
5197,A/RES/67/38,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,187,70.27027027027027
5198,A/RES/67/39,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,183,97.79005524861878
5199,A/RES/67/42,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,183,
5200,A/RES/67/43,2012,2009-2012,pós-2009,Outros / sem codificação,0,1,185,98.90710382513662
5201,A/RES/67/45,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,186,
5202,A/RES/67/46,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,187,87.56756756756756
5203,A/RES/67/53,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,188,
5204,A/RES/67/55,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,187,95.67567567567568
5205,A/RES/67/56,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,0,182,
5206,A/RES/67/59,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,188,5.913978494623656
5207,A/RES/67/60,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,186,66.30434782608695
5208,A/RES/67/62,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,188,98.38709677419357
5209,A/RES/67/64,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,188,68.27956989247312
5210,A/RES/67/73,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,186,93.47826086956522
5211,A/RES/67/76,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,0,1,188,97.8494623655914
5212,A/RES/67/78,2012,2009-2012,pós-2009,Outros / sem codificação,0,1,130,96.09375
5213,A/RES/67/114,2012,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,179,94.91525423728814
5214,A/RES/67/115,2012,2009-2012,pós-2009,Outros / sem codificação,0,1,180,94.38202247191012
5215,A/RES/67/116,2012,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,179,96.045197740113
5216,A/RES/67/117,2012,2009-2012,pós-2009,Palestina/Oriente Médio,0,1,181,95.53072625698324
5217,A/RES/67/118,2012,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,1,1,178,54.54545454545455
5218,A/RES/67/119,2012,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,180,94.9438202247191
5219,A/RES/67/120,2012,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,180,93.82022471910112
5220,A/RES/67/121,2012,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,178,92.04545454545456
5221,A/RES/67/122,2012,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,180,93.25842696629212
5222,A/RES/67/125,2012,2009-2012,pós-2009,Descolonização,0,1,179,97.74011299435028
5223,A/RES/67/126,2012,2009-2012,pós-2009,Descolonização; Desenvolvimento econômico,0,1,182,97.77777777777776
5224,A/RES/67/127,2012,2009-2012,pós-2009,Descolonização,0,1,181,69.83240223463687
5225,A/RES/67/133,2012,2009-2012,pós-2009,Descolonização,0,1,178,97.72727272727272
5226,A/RES/67/134,2012,2009-2012,pós-2009,Descolonização,0,1,180,97.19101123595506
5227,A/RES/67/139,2012,2009-2012,pós-2009,Desenvolvimento econômico; Direitos humanos,0,0,177,
5228,A/RES/67/154,2012,2009-2012,pós-2009,Direitos humanos,0,1,186,69.02173913043478
5229,A/RES/67/155,2012,2009-2012,pós-2009,Direitos humanos,0,1,188,70.43010752688173
5230,A/RES/67/158,2012,2009-2012,pós-2009,Descolonização; Direitos humanos; Palestina/Oriente Médio,0,1,189,94.6524064171123
5231,A/RES/67/159,2012,2009-2012,pós-2009,Descolonização; Direitos humanos,0,1,189,67.37967914438502
5232,A/RES/67/162,2012,2009-2012,pós-2009,Direitos humanos,0,1,185,93.98907103825135
5233,A/RES/67/165,2012,2009-2012,pós-2009,Direitos humanos,0,1,189,70.05347593582887
5234,A/RES/67/168,2012,2009-2012,pós-2009,Direitos humanos,0,0,184,
5235,A/RES/67/170,2012,2009-2012,pós-2009,Direitos humanos,0,1,186,68.47826086956522
5236,A/RES/67/171,2012,2009-2012,pós-2009,Desenvolvimento econômico; Direitos humanos,0,1,186,82.6086956521739
5237,A/RES/67/173,2012,2009-2012,pós-2009,Direitos humanos,0,1,187,67.56756756756756
5238,A/RES/67/175,2012,2009-2012,pós-2009,Direitos humanos,0,1,185,67.75956284153006
5239,A/RES/67/176,2012,2009-2012,pós-2009,Direitos humanos,0,0,186,
5240,A/RES/67/182,2012,2009-2012,pós-2009,Direitos humanos,1,0,183,
5241,A/RES/67/183,2012,2009-2012,pós-2009,Direitos humanos,1,0,183,
5242,A/RES/67/201,2012,2009-2012,pós-2009,Desenvolvimento econômico,0,1,186,92.3913043478261
5243,A/RES/67/202,2012,2009-2012,pós-2009,Desenvolvimento econômico,1,0,183,
5244,A/RES/67/217,2012,2009-2012,pós-2009,Desenvolvimento econômico,0,1,184,71.42857142857143
5245,A/RES/67/219,2012,2009-2012,pós-2009,Desenvolvimento econômico,0,1,181,70.94972067039106
5246,A/RES/67/229,2012,2009-2012,pós-2009,Descolonização; Palestina/Oriente Médio,0,1,186,91.30434782608695
5247,A/RES/67/234,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,0,1,150,88.51351351351352
5248,A/RES/67/243,2012,2009-2012,pós-2009,Outros / sem codificação,0,0,151,
5918,A/RES/66/257,2012,2009-2012,pós-2009,Outros / sem codificação,,1,149,64.62585034013605
5919,A/RES/66/257,2012,2009-2012,pós-2009,Outros / sem codificação,,1,150,64.86486486486487
5920,A/RES/66/277,2012,2009-2012,pós-2009,Palestina/Oriente Médio,,1,149,64.62585034013605
5921,A/RES/67/34,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,181,94.97206703910616
5922,A/RES/67/43,2012,2009-2012,pós-2009,Outros / sem codificação,,1,186,98.3695652173913
5923,A/RES/67/43,2012,2009-2012,pós-2009,Outros / sem codificação,,1,184,98.35164835164836
5924,A/RES/677/46,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,183,88.39779005524862
5925,A/RES/67/53,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,,0,186,
5926,A/RES/67/59,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico,,1,186,96.7391304347826
5927,A/RES/67/59,2012,2009-2012,pós-2009,Outros / sem codificação,,1,187,97.29729729729728
5928,A/RES/67/59,2012,2009-2012,pós-2009,Outros / sem codificação,,0,187,
5929,A/RES/67/59,2012,2009-2012,pós-2009,Outros / sem codificação,,0,186,
5930,A/RES/67/60,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,185,96.17486338797814
5931,A/RES/67/62,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,185,80.8743169398907
5932,A/RES/67/73,2012,2009-2012,pós-2009,Outros / sem codificação,,1,184,97.8021978021978
5933,A/RES/67/73,2012,2009-2012,pós-2009,Outros / sem codificação,,1,184,97.8021978021978
5934,A/RES/67/76,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear,,1,186,97.28260869565216
5935,A/RES/67/234,2012,2009-2012,pós-2009,Armas/desarmamento/nuclear; Desenvolvimento econômico; Direitos humanos,,1,149,85.71428571428571
5936,A/RES/67/234,2012,2009-2012,pós-2009,Outros / sem codificação,,1,150,83.10810810810811
5937,A/RES/67/243,2012,2009-2012,pós-2009,Outros / sem codificação,,0,141,
5938,A/RES/67/243,2012,2009-2012,pós-2009,Outros / sem codificação,,0,151,
5939,A/RES/67/246,2012,2009-2012,pós-2009,Desenvolvimento econômico,,0,148,
