pais_iso3,pais_iso2,pais_nome,grupo_unidade,donor_pool,ano,periodo_2009,pos_2009,n_votacoes,n_votos_pais,n_votos_china,n_pares_validos,n_convergentes_china,n_divergentes_china,taxa_convergencia_china,china_principal_destino_paper,donor_nunca_china_principal,abs_distance_china,gpi,abs_distance_usa,perc_trade_with_us,perc_trade_with_china,pci_cur,exachange_rate,distance_us,us_power_gap,hog_left,CA_GDP,latin_america,govdef_GDP,inst_parliamentary,inst_military_exec,us_trade_agreement
ESP,ES,Spain,Donor pool,1,2011,2009-2016,1,99,97,96,95,55,40,0.5789473684210527,0,1,1.7145239,0.11211616030800355,1.5275070999999998,-0.2866857854036043,-0.13148818530086023,0.5579601506002142,-0.1479238116910051,-0.2597013792551794,-0.23608997678940205,0,-0.0509148716706262,FALSE,-0.15030889397813862,1,0,0
ESP,ES,Spain,Donor pool,1,2012,2009-2016,1,92,92,90,90,49,41,0.5444444444444444,0,1,1.7936223,0.0937764649542554,1.6183034000000003,-0.2831478094306704,-0.05666584088108353,0.45898151800187664,-0.14788836905963662,-0.2597013792551794,-0.31106044768044533,0,0.10103980208414795,FALSE,-0.6041327981952562,1,0,0
ESP,ES,Spain,Donor pool,1,2013,2009-2016,1,61,61,61,61,32,29,0.5245901639344263,0,1,1.4228474,0.09261738344098372,1.7369614,-0.2873168247381892,-0.07494764154030104,0.4816796548738423,-0.1479033879389956,-0.2597013792551794,-0.400381929427123,0,0.20663122742931206,FALSE,-0.297850790444182,1,0,0
ESP,ES,Spain,Donor pool,1,2014,2009-2016,1,80,79,78,77,39,38,0.5064935064935064,0,1,1.7347047,0.08479584058592919,1.7593706999999998,-0.27229632919377916,-0.08607028424785479,0.49575335922540964,-0.14790351624137238,-0.2597013792551794,-0.5018910136305503,0,0.18826522959858943,FALSE,-0.16197892454663232,1,0,0
ESP,ES,Spain,Donor pool,1,2015,2009-2016,1,78,77,77,76,35,41,0.4605263157894737,0,1,1.3354652,0.0769450674507623,1.4513919999999998,-0.25931783701334116,-0.08051239300070862,0.3862794971483982,-0.14781564444716924,-0.2597013792551794,-0.5076120327013787,0,0.20592331941639214,FALSE,-0.07513116239272073,1,0,0
ESP,ES,Spain,Donor pool,1,2016,2009-2016,1,114,113,113,112,54,58,0.48214285714285715,0,1,1.6379089,0.09129029233492235,1.3437649999999999,-0.2708200076199507,-0.07367351735426514,0.4090000191251566,-0.14781438759232315,-0.2597013792551794,-0.6326249179300847,0,0.2680766189969559,FALSE,-0.050292402123377544,1,0,0
EST,EE,Estonia,Donor pool,1,1997,1997-2008,0,88,87,82,81,39,42,0.48148148148148145,0,1,2.539433,-0.11385873391293028,1.6766020000000001,-0.3280535497365647,-0.33165352916847257,-0.2690222404473348,-0.14013825761471344,-0.13233588229980467,0.4135778480982258,1,-0.47663844514040254,FALSE,0.3110264945861518,0,0,0
EST,EE,Estonia,Donor pool,1,1998,1997-2008,0,84,84,78,78,36,42,0.46153846153846156,0,1,1.6547801,-0.11395318836423757,1.5841220000000003,-0.323997465967934,-0.3414762669646406,-0.25696088080718,-0.14002415560220022,-0.13233588229980467,0.43013928987395295,1,-0.3696566801011627,FALSE,0.1261515986589234,0,0,0
EST,EE,Estonia,Donor pool,1,1999,1997-2008,0,94,92,89,88,37,51,0.42045454545454547,0,1,1.8863354,-0.11388985672469049,1.461441,-0.3468098098470987,-0.33511046562464797,-0.2555637300815733,-0.13966755600801756,-0.13233588229980467,0.40330229594448913,0,-0.13287203106530776,FALSE,-0.07466698822024745,0,0,0
EST,EE,Estonia,Donor pool,1,2000,1997-2008,0,77,73,76,72,35,37,0.4861111111111111,0,1,1.8678306,-0.1138674814444584,1.5322870000000002,-0.0945376717954956,-0.33795181937871804,-0.257630404504039,-0.1383124952938487,-0.13233588229980467,0.3780127124787745,0,-0.1768261379850815,FALSE,0.18507795609823421,0,0,0
EST,EE,Estonia,Donor pool,1,2001,1997-2008,0,85,80,83,79,40,39,0.5063291139240507,0,1,1.7223053,-0.11380031553065055,1.50353,-0.23349920030022162,-0.3221742155531113,-0.24493380050337302,-0.13801118621291023,-0.13233588229980467,0.2944245359141203,0,-0.287273819004871,FALSE,0.2046612256356001,0,0,0
EST,EE,Estonia,Donor pool,1,2002,1997-2008,0,105,104,101,100,48,52,0.48,0,1,1.6181926,-0.11353864641836224,1.633411,-0.2722193714678916,-0.24301152882625526,-0.2202340320474036,-0.13852355395124102,-0.13233588229980467,0.2826015365794061,0,-0.5148610157723782,FALSE,0.1876220242595019,0,0,0
EST,EE,Estonia,Donor pool,1,2003,1997-2008,0,91,89,89,87,45,42,0.5172413793103449,0,1,2.0801591999999998,-0.11333750970395141,1.7755340000000002,-0.2906091413341124,-0.282622739189144,-0.16550997282032062,-0.14015324431746734,-0.13233588229980467,0.33785313989682486,0,-0.6058028152730333,FALSE,0.30798504366249085,0,0,0
EST,EE,Estonia,Donor pool,1,2004,1997-2008,0,90,87,88,85,46,39,0.5411764705882353,0,1,1.8171664,-0.11324655346250943,1.8290005999999999,-0.2595371647897742,-0.32005778301921756,-0.11523966162767363,-0.14089898223542074,-0.13233588229980467,0.32885345295124285,0,-0.5637520501933275,FALSE,0.401450907196782,0,0,0
EST,EE,Estonia,Donor pool,1,2005,1997-2008,0,99,98,97,96,53,43,0.5520833333333334,0,1,1.7158884,-0.11210199747770574,1.9035119999999999,-0.2558844699724829,-0.2857998111687287,-0.07120222090392417,-0.14090594783179924,-0.13233588229980467,0.197412384990504,0,-0.3668560503787975,FALSE,0.25467519241929987,0,0,0
EST,EE,Estonia,Donor pool,1,2006,1997-2008,0,111,111,108,108,62,46,0.5740740740740741,0,1,1.8272655,-0.11272108764284777,1.8374536000000004,-0.2994018807770334,-0.02933283052635455,-0.005763349297918511,-0.14097591892871444,-0.13233588229980467,0.18513250595019293,0,-0.7160628316105497,FALSE,0.38235912917897524,0,0,0
EST,EE,Estonia,Donor pool,1,2007,1997-2008,0,94,94,93,93,57,36,0.6129032258064516,0,1,1.6122706,-0.11236412582599185,1.7604914,-0.32681515732042815,-0.273657205329349,0.1148369921987437,-0.14158608469668094,-0.13233588229980467,0.1096630634560102,0,-0.7181760968768162,FALSE,0.39313317451390234,0,0,0
EST,EE,Estonia,Donor pool,1,2008,1997-2008,0,99,99,97,97,53,44,0.5463917525773195,0,1,1.6313035,-0.11268955308707815,1.7720555999999998,-0.2962749862712305,-0.2782719064588787,0.15775511428838024,-0.14202341424101106,-0.13233588229980467,0.09344004771201335,0,-0.37531669437632437,FALSE,-0.027378947513936693,0,0,0
EST,EE,Estonia,Donor pool,1,2009,2009-2016,1,84,84,83,83,48,35,0.5783132530120482,0,1,1.6409742999999999,-0.11280144092291641,1.5424760000000002,-0.3343458773062432,-0.2643352674439477,0.05509498594229228,-0.14169043088031827,-0.13233588229980467,-0.019502381342656035,0,0.23081399860923216,FALSE,0.030627086527119086,0,0,0
EST,EE,Estonia,Donor pool,1,2010,2009-2016,1,88,88,87,87,48,39,0.5517241379310345,0,1,1.9434947,-0.11264650098397784,1.440051,-0.2577298529575094,-0.1657231944331184,0.05366253641898498,-0.14136547385920087,-0.13233588229980467,0.028041416305699122,0,0.1837443510355083,FALSE,0.06624157534362773,0,0,0
EST,EE,Estonia,Donor pool,1,2011,2009-2016,1,99,98,96,96,55,41,0.5729166666666666,0,1,1.7902999999999998,-0.11318027946150355,1.4517309999999999,-0.2596353302528218,-0.194414819886778,0.13864334838669054,-0.1479238116910051,-0.13233588229980467,-0.04567665627777075,0,0.1623637377709749,FALSE,0.13656975045161107,0,0,0
EST,EE,Estonia,Donor pool,1,2012,2009-2016,1,92,91,90,89,44,45,0.4943820224719101,0,1,1.8708706999999998,-0.11268075514986159,1.5410550000000003,-0.31204411893517,-0.23531509094050135,0.13901562333924844,-0.14788836905963662,-0.13233588229980467,-0.13656943102769867,0,-0.005400453883579981,FALSE,0.09785329251927731,0,0,0
EST,EE,Estonia,Donor pool,1,2013,2009-2016,1,61,60,61,60,30,30,0.5,0,1,1.5379578,-0.11299650130648857,1.621851,-0.31779125482711,-0.17530087611620887,0.19021183828339225,-0.1479033879389956,-0.13233588229980467,-0.22660367275286472,0,0.11599192632198684,FALSE,0.16182792487227993,0,0,0
EST,EE,Estonia,Donor pool,1,2014,2009-2016,1,80,80,78,78,38,40,0.48717948717948717,0,1,1.8784234,-0.11260569209070687,1.6156519999999999,-0.31347513749555966,-0.16019623466125135,0.22757377944580562,-0.14790351624137238,-0.13233588229980467,-0.3350535733696278,0,0.13691865013894536,FALSE,0.2247168646786457,0,0,0
EST,EE,Estonia,Donor pool,1,2015,2009-2016,1,78,78,77,77,35,42,0.45454545454545453,0,1,1.3641931999999999,-0.11337614140299937,1.422664,-0.3039171355801158,-0.10066760277574581,0.14353942381635576,-0.14781564444716924,-0.13233588229980467,-0.3467586549085115,0,0.1915925571714942,FALSE,0.16799446156972034,0,0,0
EST,EE,Estonia,Donor pool,1,2016,2009-2016,1,114,114,113,113,56,57,0.49557522123893805,0,1,1.5993549,-0.11296147164174958,1.3823189999999999,-0.23801816483701724,-0.14545397106192962,0.17128658932406496,-0.14781438759232315,-0.13233588229980467,-0.45999788201711,1,0.15870234849317738,FALSE,0.14796683731288054,0,0,0
FIN,FI,Finland,Donor pool,1,1997,1997-2008,0,88,88,82,82,40,42,0.4878048780487805,0,1,2.7025230000000002,-0.06660778187884676,1.5135120000000002,-0.24757763528659388,-0.0664546692871233,0.34807274461966725,-0.1452782097401922,-0.13695831847751075,0.3736428598518503,1,0.3748521618032225,FALSE,-0.14580804641156422,1,0,0
FIN,FI,Finland,Donor pool,1,1998,1997-2008,0,84,84,78,78,41,37,0.5256410256410257,0,1,1.6473491,-0.06531918723714125,1.5915530000000002,-0.237177698656694,0.15349276528991265,0.3867950683236553,-0.1451879350866031,-0.13695831847751075,0.38903539292000616,1,0.3731032383871194,FALSE,0.04173657644088096,1,0,0
FIN,FI,Finland,Donor pool,1,1999,1997-2008,0,94,94,89,89,41,48,0.4606741573033708,0,1,1.7861653999999998,-0.06626778549910176,1.561611,-0.22832763158456862,0.3742817539415172,0.39209715931064315,-0.14779376841559996,-0.13695831847751075,0.3630536496676867,1,0.36182140821426256,FALSE,0.06867257785336744,1,0,0
FIN,FI,Finland,Donor pool,1,2000,1997-2008,0,77,77,76,76,40,36,0.5263157894736842,0,1,1.9184246,-0.06483268688563677,1.4816930000000001,-0.15918711564340168,0.39178807522139153,0.3378942261066938,-0.1477083489329035,-0.13695831847751075,0.33657007777889564,1,0.48655172307087946,FALSE,0.38967936757121574,1,0,0
FIN,FI,Finland,Donor pool,1,2001,1997-2008,0,85,84,83,83,44,39,0.5301204819277109,0,1,1.7130903000000002,-0.06505859946012767,1.512745,-0.16675483941086716,0.41295286032319256,0.3563865149510446,-0.14768834110548895,-0.13695831847751075,0.2532296017468584,1,0.535913724657621,FALSE,0.28801269780910416,1,0,0
FIN,FI,Finland,Donor pool,1,2002,1997-2008,0,105,105,101,101,48,53,0.4752475247524752,0,1,1.5643976,-0.06469810458814612,1.687206,-0.18309912053252572,0.11869014630162915,0.4158700644262052,-0.14772322177393252,-0.13695831847751075,0.24132307805164102,1,0.5334250784422341,FALSE,0.24591709320698668,1,0,0
FIN,FI,Finland,Donor pool,1,2003,1997-2008,0,91,91,89,89,47,42,0.5280898876404494,0,1,2.0355042,-0.06522890283529688,1.820189,-0.2049533254560903,0.31375030619687794,0.590151889395364,-0.14782584619988048,-0.13695831847751075,0.29719328930876837,0,0.3483009106743682,FALSE,0.1729620795248839,1,0,0
FIN,FI,Finland,Donor pool,1,2004,1997-2008,0,90,90,88,88,49,39,0.5568181818181818,0,1,1.8134215,-0.06536489185743055,1.8327455,-0.24271003059294768,0.5446017293973526,0.7326185637226683,-0.1478732374901042,-0.13695831847751075,0.28838540921666417,0,0.40494840806543686,FALSE,0.1617408037946664,1,0,0
FIN,FI,Finland,Donor pool,1,2005,1997-2008,0,99,99,97,97,55,42,0.5670103092783505,0,1,1.7427904,-0.061912599813077805,1.87661,-0.2519578731024539,0.2889540418538829,0.7702842000791931,-0.14787330932592352,-0.13695831847751075,0.15499391679998256,0,0.2810746421733533,FALSE,0.17082957418178266,1,0,0
FIN,FI,Finland,Donor pool,1,2006,1997-2008,0,111,111,108,108,62,46,0.5740740740740741,0,1,1.8262327,-0.06700703806627771,1.8384864000000003,-0.2465418195784383,0.3050124870041843,0.8338807329727725,-0.14787766686623338,-0.13695831847751075,0.1464964583374859,0,0.3050364895165487,FALSE,0.1516173193444522,1,0,0
FIN,FI,Finland,Donor pool,1,2007,1997-2008,0,94,94,93,93,57,36,0.6129032258064516,0,1,1.5602798,-0.06378577359122264,1.8124822,-0.2576283250918338,0.3374605030270445,1.0471967723790527,-0.1479171527657711,-0.13695831847751075,0.06860619915993232,0,0.3199744022040945,FALSE,0.2476442496764885,1,0,0
FIN,FI,Finland,Donor pool,1,2008,1997-2008,0,99,99,97,97,53,44,0.5463917525773195,0,1,1.5474461000000002,-0.06335608359675292,1.8559129999999997,-0.25687078915452344,0.266715252682573,1.2028403358204824,-0.1479465776115626,-0.13695831847751075,0.051744982545327056,0,0.1957495388013677,FALSE,0.21171226366071702,1,0,0
FIN,FI,Finland,Donor pool,1,2009,2009-2016,1,84,84,83,83,48,35,0.5783132530120482,0,1,1.5296037,-0.07098059510743122,1.6538466,-0.2545424617574894,0.5565089911185471,1.0179668691960153,-0.1479246729694513,-0.13695831847751075,-0.05484801808009562,0,0.20179876513970552,FALSE,-0.2262725927407598,1,0,0
FIN,FI,Finland,Donor pool,1,2010,2009-2016,1,88,88,87,87,52,35,0.5977011494252874,0,1,1.7156023,-0.06631342905415467,1.6679434,-0.2667268481635611,0.5754497401381129,0.9894015937977879,-0.14790258126936834,-0.13695831847751075,-0.011117809133849306,0,0.1855238898966166,FALSE,-0.2944919249329019,1,0,0
FIN,FI,Finland,Donor pool,1,2011,2009-2016,1,99,98,96,96,55,41,0.5729166666666666,0,1,1.6972624,-0.07219357855374892,1.5447685999999998,-0.2543742701191222,0.498874449691409,1.1232282153055997,-0.1479238116910051,-0.13695831847751075,-0.08031730050919772,0,0.03815301498975111,FALSE,-0.11253383186721241,1,0,0
FIN,FI,Finland,Donor pool,1,2012,2009-2016,1,92,92,90,90,47,43,0.5222222222222223,0,1,1.7549563,-0.07174114292364268,1.6569694000000001,-0.22730050898527254,0.3943166775027764,1.0201216139225742,-0.14788836905963662,-0.13695831847751075,-0.17117027741669633,0,-0.01787202423616707,FALSE,-0.15200553060855823,1,0,0
FIN,FI,Finland,Donor pool,1,2013,2009-2016,1,61,61,61,61,30,31,0.4918032786885246,0,1,1.5375408,-0.07594013126898139,1.622268,-0.23311886115076955,0.39505546327899327,1.0829891300780727,-0.1479033879389956,-0.13695831847751075,-0.257922527467871,0,-0.020914392171094597,FALSE,-0.1540508503336994,1,0,0
FIN,FI,Finland,Donor pool,1,2014,2009-2016,1,80,80,78,78,38,40,0.48717948717948717,0,1,1.8201515000000001,-0.0692369915031668,1.6739239,-0.2134688041302981,0.3997579904536663,1.0942371148531571,-0.14790351624137238,-0.13695831847751075,-0.37170740728549756,0,0.012771592394844376,FALSE,-0.15811321594895986,1,0,0
FIN,FI,Finland,Donor pool,1,2015,2009-2016,1,78,78,77,77,36,41,0.4675324675324675,0,1,1.1382762,-0.0733992535770299,1.6485809999999999,-0.19599167803162326,0.45882671205383424,0.8734444352836942,-0.14781564444716924,-0.13695831847751075,-0.38054583753088966,0,0.0447583617303469,FALSE,-0.09271372894652372,1,0,0
FIN,FI,Finland,Donor pool,1,2016,2009-2016,1,114,114,113,113,59,54,0.5221238938053098,0,1,1.3828782,-0.0788214080332958,1.5987956999999997,-0.1816825981178229,0.511134732357464,0.8996250905711406,-0.14781438759232315,-0.13695831847751075,-0.48885196813056403,0,3.111062777172695e-4,FALSE,-0.062041760522637414,1,0,0
FJI,FJ,Fiji,Donor pool,1,1997,1997-2008,0,88,72,82,67,52,15,0.7761194029850746,0,1,0.7101029000000001,-0.11658507172864678,3.5059321000000003,0.022195089675952615,-0.35568943049717483,-0.30161848627538895,-0.14749485056135744,0.666994467192045,0.41588206132440136,0,0.008027178525951062,FALSE,-0.2229530090660111,1,1,0
FJI,FJ,Fiji,Donor pool,1,1998,1997-2008,0,84,68,78,63,48,15,0.7619047619047619,0,1,0.10225979999999996,-0.11659445383854145,3.3411619000000004,0.08064667107361771,-0.24545567364728976,-0.3181697015560669,-0.1471736053402096,0.666994467192045,0.4323716026873704,0,-0.09957636763089815,FALSE,0.6347617610158852,1,1,0
FJI,FJ,Fiji,Donor pool,1,1999,1997-2008,0,94,75,89,72,56,16,0.7777777777777778,0,1,0.008717900000000056,-0.11656836696173774,3.3564943,0.03921788940346075,-0.33692740790683046,-0.3088406698463908,-0.14718377348067674,0.666994467192045,0.40556608683609113,1,0.13185141033030706,FALSE,0.2683166259448243,1,1,0
FJI,FJ,Fiji,Donor pool,1,2000,1997-2008,0,77,73,76,72,54,18,0.75,0,1,0.5794807000000001,-0.11655738551114465,2.8206369000000002,0.18844962623180728,-0.3523149873189511,-0.3186039047071063,-0.14708973173559028,0.666994467192045,0.3802861330695276,0,0.014190690489241008,FALSE,0.05208263150323125,1,1,0
FJI,FJ,Fiji,Donor pool,1,2001,1997-2008,0,85,76,83,75,59,16,0.7866666666666666,0,1,0.3923074,-0.11655937895602056,2.8335279,0.40334761545060477,-0.3528378889255132,-0.3200944798589273,-0.14700220906717137,0.666994467192045,0.29675640777531986,0,-0.12489187158758071,FALSE,-0.22268084500617338,1,0,0
FJI,FJ,Fiji,Donor pool,1,2002,1997-2008,0,105,94,101,90,57,33,0.6333333333333333,0,1,0.6454042,-0.11658594956776419,2.6061994,0.3078318582477664,-0.3173995828438587,-0.3144649115245757,-0.1470553335423423,0.666994467192045,0.2851770194049528,0,0.14285426467583634,FALSE,-0.15154930780678139,1,0,0
FJI,FJ,Fiji,Donor pool,1,2003,1997-2008,0,91,90,89,88,71,17,0.8068181818181818,0,1,0.84594038,-0.11661091242202906,3.00975282,0.24495085037551134,-0.23411824106611664,-0.2992129915972939,-0.14722745653263725,0.666994467192045,0.3406197148216596,0,-0.027056567464729467,FALSE,-0.13225352033510623,1,0,0
FJI,FJ,Fiji,Donor pool,1,2004,1997-2008,0,90,81,88,80,61,19,0.7625,0,1,0.7860836600000001,-0.1166123549632354,2.86008334,0.29734393299005907,-0.23306654044687525,-0.2862356579893016,-0.1473236669770265,0.666994467192045,0.3316981203618421,0,-0.4053919973012647,FALSE,0.08222411958420042,1,0,0
FJI,FJ,Fiji,Donor pool,1,2005,1997-2008,0,99,80,97,78,62,16,0.7948717948717948,0,1,0.5696607,-0.11669412366376249,3.0497397,0.0553929231157943,-0.32220325816575685,-0.2779927635741161,-0.14734854099651437,0.666994467192045,0.2012935026690172,0,-0.27660146058051754,FALSE,-0.09574832310376591,1,0,0
FJI,FJ,Fiji,Donor pool,1,2006,1997-2008,0,111,110,108,107,70,37,0.6542056074766355,0,1,1.0254573,-0.1165496453124599,2.6392618000000003,0.024153392112485524,-0.3346528784775577,-0.2757178232802833,-0.14732475333400755,0.666994467192045,0.18836828002361766,0,-0.7933291993015998,FALSE,-0.06589237184244211,1,0,0
FJI,FJ,Fiji,Donor pool,1,2007,1997-2008,0,94,77,93,76,60,16,0.7894736842105263,0,1,0.603629088,-0.11665372376331055,2.769132912,0.06567064448636173,-0.2854270840481791,-0.26667736354897215,-0.14739623164714866,0.666994467192045,0.11328849396765228,1,-0.5231847543090055,FALSE,-0.09978291055386612,1,0,0
FJI,FJ,Fiji,Donor pool,1,2008,1997-2008,0,99,71,97,71,49,22,0.6901408450704225,0,1,0.8651224,-0.11659865640249291,2.5382366999999997,-0.0028782059218681573,-0.34093012273693263,-0.2626462725978327,-0.147405919357714,0.666994467192045,0.09674389638033978,1,-0.7116171698052584,FALSE,0.2740182130982029,1,1,0
FJI,FJ,Fiji,Donor pool,1,2009,2009-2016,1,84,78,83,77,49,28,0.6363636363636364,0,1,0.8948617,-0.11666183936262702,2.2885886,-0.010014557492735866,-0.3392652491834217,-0.2842684797691036,-0.1471905929649083,0.666994467192045,-0.01623969647220117,1,-0.13723250094570252,FALSE,-0.03816088226082753,1,1,0
FJI,FJ,Fiji,Donor pool,1,2010,2009-2016,1,88,83,87,82,64,18,0.7804878048780488,0,1,0.83635221,-0.11676779078940326,2.54719349,0.034721238674576375,-0.33132041808450224,-0.27589300943593903,-0.14721400661339423,0.666994467192045,0.031524598185735934,1,-0.1610293937155778,FALSE,-0.02076718657720334,1,1,0
FJI,FJ,Fiji,Donor pool,1,2011,2009-2016,1,99,95,96,93,75,18,0.8064516129032258,0,1,0.6208564,-0.1167693706173569,2.6211746,-0.0791222033109659,-0.316393357902417,-0.25560292320151434,-0.14728949128839433,0.666994467192045,-0.04264327161663613,1,-0.1827734525482914,FALSE,0.03627377824332599,1,1,0
FJI,FJ,Fiji,Donor pool,1,2012,2009-2016,1,92,87,90,85,62,23,0.7294117647058823,0,1,0.7749069,-0.1167430514980987,2.6370188000000003,0.04268675066827407,-0.09619092684700813,-0.24967273272400048,-0.14729007743098416,0.666994467192045,-0.13313610852441599,1,0.018829259259195655,FALSE,-0.00804458040470069,1,1,0
FJI,FJ,Fiji,Donor pool,1,2013,2009-2016,1,61,60,61,60,50,10,0.8333333333333334,0,1,0.012948499999999974,-0.11675517886220296,3.1468603,0.015196153547387608,0.33515371206043426,-0.2428832872115708,-0.14725956780496094,0.666994467192045,-0.22342695910906135,1,-0.4289163687637051,FALSE,0.047550866529039844,1,1,0
FJI,FJ,Fiji,Donor pool,1,2014,2009-2016,1,80,73,78,72,57,15,0.7916666666666666,0,1,0.4810896,-0.11661514815498676,3.0129858,-0.043867650472735525,0.4748187281505833,-0.22169824888394077,-0.14723243839318462,0.666994467192045,-0.33166490977855634,1,-0.21612667147177358,FALSE,-0.06036585941476121,1,1,0
FJI,FJ,Fiji,Donor pool,1,2015,2009-2016,1,78,75,77,74,55,19,0.7432432432432432,0,1,0.372656,-0.11675685735284151,3.1595132,-0.10255001250274261,-0.14847509081442772,-0.22745286139711898,-0.14710806406993937,0.666994467192045,-0.3439013822841654,1,-0.09145815493548745,FALSE,-0.01887961378551495,1,1,0
FJI,FJ,Fiji,Donor pool,1,2016,2009-2016,1,114,109,113,108,74,34,0.6851851851851852,0,1,0.015312099999999995,-0.11669545675735501,2.9663618,-0.0628651431871311,-0.2064399168581926,-0.21962846180190898,-0.14710979933362917,0.666994467192045,-0.45684203763123793,1,-0.09870501389346423,FALSE,0.09691971382464536,1,1,0
FRA,FR,France,Donor pool,1,1997,1997-2008,0,88,88,82,82,34,48,0.4146341463414634,0,1,3.187485,0.7927826792991909,1.02855,-0.22858779735644114,-0.16679644752550601,0.33300075269667084,-0.14489656783477076,-0.2484120771970045,-0.35268637773550926,1,0.23071708408976532,FALSE,-0.14311319263862396,1,0,0
FRA,FR,France,Donor pool,1,1998,1997-2008,0,84,81,78,76,31,45,0.40789473684210525,0,1,2.0365951,0.7911205235429329,1.2023070000000002,-0.2113551424702494,-0.18115893985282164,0.3535713001586883,-0.1448594101077688,-0.2484120771970045,-0.33479996512867904,1,0.2317836854419335,FALSE,-0.055346644437512416,1,0,0
FRA,FR,France,Donor pool,1,1999,1997-2008,0,94,91,89,87,32,55,0.367816091954023,0,1,2.2296724,0.7839743696292378,1.118104,-0.20226092503164336,-0.15000278977834927,0.3449585029172169,-0.14779376841559996,-0.2484120771970045,-0.35554373324073574,1,0.257951650285615,FALSE,-0.020151089592151027,1,0,0
FRA,FR,France,Donor pool,1,2000,1997-2008,0,77,74,76,74,34,40,0.4594594594594595,0,1,2.2218646,0.764550617669155,1.1782530000000002,-0.13237927000760769,-0.15242410227888817,0.2792587008003014,-0.1477083489329035,-0.2484120771970045,-0.3643980740425704,1,0.14997150771810702,FALSE,-0.01947129902988369,1,0,0
FRA,FR,France,Donor pool,1,2001,1997-2008,0,85,81,83,80,34,46,0.425,0,1,2.1188253,0.7601173858674394,1.10701,-0.1431225125094533,-0.14808667568012338,0.2790001264094036,-0.14768834110548895,-0.2484120771970045,-0.4441826588881874,1,0.17059866701441417,FALSE,-0.018253231650834534,1,0,0
FRA,FR,France,Donor pool,1,2002,1997-2008,0,105,104,101,100,40,60,0.4,0,1,2.1355886,0.7561644142428187,1.116015,-0.1517328566111072,-0.14790613397882763,0.3322711439465707,-0.14772322177393252,-0.2484120771970045,-0.4524435791314636,0,0.14975324371100837,FALSE,-0.1316711702064642,1,0,0
FRA,FR,France,Donor pool,1,2003,1997-2008,0,91,91,89,89,42,47,0.47191011235955055,0,1,2.4339322,0.7342207931371559,1.421761,-0.1806503693897775,-0.0958348685886515,0.48904611008066784,-0.14782584619988048,-0.2484120771970045,-0.37847593719062045,0,0.13411839118070984,FALSE,-0.16326508457291816,1,0,0
FRA,FR,France,Donor pool,1,2004,1997-2008,0,90,89,88,87,37,50,0.42528735632183906,0,1,2.254487,0.7275718756711923,1.3916799999999998,-0.1705440416507882,-0.0711238576125349,0.6114524019216597,-0.1478732374901042,-0.2484120771970045,-0.38177929917976217,0,0.11893284351892158,FALSE,-0.06700983889249827,1,0,0
FRA,FR,France,Donor pool,1,2005,1997-2008,0,99,99,97,97,45,52,0.4639175257731959,0,1,2.2909504,0.7258503505423249,1.32845,-0.15419876862208348,8.729192388323404e-4,0.6423505455768539,-0.14787330932592352,-0.2484120771970045,-0.5107980473636413,0,0.09801161023511848,FALSE,-0.07329836112073866,1,0,0
FRA,FR,France,Donor pool,1,2006,1997-2008,0,111,111,108,108,51,57,0.4722222222222222,0,1,2.3582621,0.7026029506300849,1.3064570000000002,-0.15604979040842765,0.048010662562917035,0.6933416541924016,-0.14787766686623338,-0.2484120771970045,-0.5039532052103162,0,0.1060789170155218,FALSE,-0.04898897626357946,1,0,0
FRA,FR,France,Donor pool,1,2007,1997-2008,0,94,93,93,93,45,48,0.4838709677419355,0,1,2.1587840000000003,0.6604637159739876,1.213978,-0.1742357341990496,0.07262220758412609,0.8418788887221944,-0.1479171527657711,-0.2484120771970045,-0.5435062262652246,0,0.08675377817356077,FALSE,-0.06476932850644299,1,0,0
FRA,FR,France,Donor pool,1,2008,1997-2008,0,99,99,97,97,44,53,0.4536082474226804,0,1,2.1019671,0.6324917537060355,1.3013919999999999,-0.20029207425879306,0.028759588998400996,0.9587964280514065,-0.1479465776115626,-0.2484120771970045,-0.5363632778746612,0,0.05871651247297135,FALSE,-0.14412169493077273,1,0,0
FRA,FR,France,Donor pool,1,2009,2009-2016,1,84,84,83,83,39,44,0.46987951807228917,0,1,1.9776823000000001,0.6370931648850963,1.2057680000000002,-0.20325116804925922,0.01944023425436736,0.8489873896081438,-0.1479246729694513,-0.2484120771970045,-0.653289235994012,0,0.06663515089745603,FALSE,-0.36630746588838475,1,0,0
FRA,FR,France,Donor pool,1,2010,2009-2016,1,88,88,87,87,39,48,0.4482758620689655,0,1,2.2906277,0.622646883479155,1.092918,-0.18403040298237638,0.08026039378930758,0.818623383845272,-0.14790258126936834,-0.2484120771970045,-0.5934049546582612,0,0.06233963244451234,FALSE,-0.3311019769928806,1,0,0
FRA,FR,France,Donor pool,1,2011,2009-2016,1,99,98,96,96,51,45,0.53125,0,1,2.0540599999999998,0.6131094469033966,1.1879709999999999,-0.20367523059525564,0.15006417661533103,0.9136873017114071,-0.1479238116910051,-0.2484120771970045,-0.6595134243692232,0,0.049888354173945354,FALSE,-0.2244202744679774,1,0,0
