pais_iso3,pais_iso2,pais_nome,grupo_unidade,donor_pool,ano,periodo_2009,pos_2009,n_votacoes,n_votos_pais,n_votos_china,n_pares_validos,n_convergentes_china,n_divergentes_china,taxa_convergencia_china,china_principal_destino_paper,donor_nunca_china_principal,abs_distance_china,gpi,abs_distance_usa,perc_trade_with_us,perc_trade_with_china,pci_cur,exachange_rate,distance_us,us_power_gap,hog_left,CA_GDP,latin_america,govdef_GDP,inst_parliamentary,inst_military_exec,us_trade_agreement
ALB,AL,Albania,Donor pool,1,2007,1997-2008,0,94,80,93,79,46,33,0.5822784810126582,0,1,1.4648910000000002,-0.11546267560517143,1.907871,-0.37731676676218684,0.6222887659268596,-0.2672560296551985,-0.09486446550456352,-0.0163254759487076,0.11228185828839995,0,-0.4865940616934416,FALSE,-0.10813905765101947,1,0,0
ALB,AL,Albania,Donor pool,1,2008,1997-2008,0,99,98,97,96,54,42,0.5625,0,1,1.6480481,-0.11513494936275637,1.7553109999999998,-0.3920248554649858,0.32013104552343835,-0.24505608561380576,-0.09872862882164314,-0.0163254759487076,0.09550681816473354,0,-0.7489553744908657,FALSE,-0.2558392999849317,1,0,0
ALB,AL,Albania,Donor pool,1,2009,2009-2016,1,84,83,83,82,51,31,0.6219512195121951,0,1,1.3650029,-0.11486940833077892,1.8184474000000002,-0.3953519400322909,-0.07325544750806022,-0.25342694278559375,-0.09217320014247013,-0.0163254759487076,-0.01775460165628462,0,-0.7355386909072864,FALSE,-0.4032986054602868,1,0,0
ALB,AL,Albania,Donor pool,1,2010,2009-2016,1,88,87,87,86,47,39,0.5465116279069767,0,1,1.7871679,-0.11511417723853068,1.5963778,-0.3545644077744162,1.011536524855334,-0.25532252364942887,-0.08687460027540522,-0.0163254759487076,0.03012701708153909,0,-0.5183864087674029,FALSE,-0.13767674755537715,1,0,0
ALB,AL,Albania,Donor pool,1,2011,2009-2016,1,99,96,96,94,53,41,0.5638297872340425,0,1,1.774966,-0.11523929674971413,1.4670649999999998,-0.373745502805396,0.7434939988099443,-0.2460198339240817,-0.08867312400612118,-0.0163254759487076,-0.04393644094529497,0,-0.6031587447344774,FALSE,-0.17639273563398794,1,0,0
ALB,AL,Albania,Donor pool,1,2012,2009-2016,1,92,92,90,90,46,44,0.5111111111111111,0,1,1.8236333,-0.11525340659999543,1.5882924000000003,-0.38303959518741787,0.695628716467386,-0.25144973498441514,-0.08436238447506068,-0.0163254759487076,-0.13439510858549664,0,-0.4553338610907084,FALSE,-0.168323250940124,1,0,0
ALB,AL,Albania,Donor pool,1,2013,2009-2016,1,61,60,61,60,29,31,0.48333333333333334,0,1,1.4771241,-0.1151600768246732,1.6826847,-0.3847784416945242,1.0169248155449377,-0.24375061919611732,-0.08584990012847246,-0.0163254759487076,-0.22477508815997596,1,-0.4052468383084345,FALSE,-0.2957160642677556,1,0,0
ALB,AL,Albania,Donor pool,1,2014,2009-2016,1,80,80,78,78,39,39,0.5,0,1,1.7675024000000001,-0.11518058668355653,1.726573,-0.3381368817306185,0.8405216523863231,-0.23638437482283534,-0.08596178417529984,-0.0163254759487076,-0.3328773550951914,1,-0.48644787100912007,FALSE,-0.14696427897537934,1,0,0
ALB,AL,Albania,Donor pool,1,2015,2009-2016,1,78,75,77,74,36,38,0.4864864864864865,0,1,1.2033079,-0.11543837405982807,1.5835493,-0.20459331747777587,0.6408009181619937,-0.2538416127192393,-0.07384774847962218,-0.0163254759487076,-0.3450157220496698,1,-0.36904375218616337,FALSE,-0.08044930760233342,1,0,0
ALB,AL,Albania,Donor pool,1,2016,2009-2016,1,114,113,113,112,55,57,0.49107142857142855,0,1,1.4833669,-0.11543775278236065,1.4983069999999998,-0.26517819634673634,0.5602935228647327,-0.2462571297364177,-0.07492370827796496,-0.0163254759487076,-0.4579050086677283,1,-0.31419320345011925,FALSE,-0.06390826734520799,1,0,0
ARE,AE,United Arab Emirates,Donor pool,1,1997,1997-2008,0,88,83,82,80,65,15,0.8125,0,1,0.41896100000000003,-0.05161056723470366,3.7970740000000003,-0.35771747157253675,-0.31289425203208293,0.44506270462563635,-0.1461774085167483,0.5027645453569757,0.36096769533642953,0,0.7054545277486776,FALSE,0.19666851813800623,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,1998,1997-2008,0,84,79,78,75,61,14,0.8133333333333334,0,1,0.34299949999999996,-0.04800791878160187,3.5819016,-0.335804110617017,-0.2400029107325237,0.35415972874187784,-0.14617659526266338,0.5027645453569757,0.37440446438753655,0,0.30967545161888443,FALSE,0.16994612236081666,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,1999,1997-2008,0,94,90,89,85,69,16,0.8117647058823529,0,1,0.04311330000000002,-0.04819411643936678,3.3046631,-0.3419543064775964,-0.23225693718559076,0.38255973372690893,-0.14617659526266338,0.5027645453569757,0.34777836461208056,0,0.4451717637988366,FALSE,0.1723934293756066,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2000,1997-2008,0,77,72,76,71,62,9,0.8732394366197183,0,1,0.11587380000000003,-0.03737725999307403,3.2842438,-0.34836875754104263,-0.1766565221994714,0.5003886772044865,-0.14617659526266338,0.5027645453569757,0.3133656320893599,0,0.9784484530557517,FALSE,1.0907014113843123,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2001,1997-2008,0,85,70,83,70,64,6,0.9142857142857143,0,1,0.1511576,-0.04078403641254627,3.3769929000000003,-0.3290968904388048,-0.15729859026225426,0.43807976413959326,-0.14617659526266338,0.5027645453569757,0.23271352009644372,0,0.5871048120893421,FALSE,0.2716627795894456,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2002,1997-2008,0,105,101,101,98,85,13,0.8673469387755102,0,1,0.5962554,-0.04640870127098218,3.8478589999999997,-0.3443892610769869,-0.15325429768681767,0.43832773081987497,-0.14617659526266338,0.5027645453569757,0.22586546132516053,0,0.27576079908196394,FALSE,0.06002502850987319,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2003,1997-2008,0,91,89,89,87,78,9,0.896551724137931,0,1,0.18800280000000003,-0.04377238433110821,4.043696000000001,-0.3489221063084716,-0.09633909833815485,0.4943362690111216,-0.14617659526266338,0.5027645453569757,0.27905892846763963,0,0.40920168519988237,FALSE,0.3709592386850511,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2004,1997-2008,0,90,88,88,86,78,8,0.9069767441860465,0,1,0.23845699999999992,-0.0399524516842907,3.8846239999999996,-0.3653666802628967,-0.031107071889545975,0.6035705873414151,-0.14617659526266338,0.5027645453569757,0.2669076303373299,0,0.4441981307461809,FALSE,0.7216677230727125,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2005,1997-2008,0,99,98,97,96,83,13,0.8645833333333334,0,1,0.225159,-0.040283279637629316,3.8445594,-0.3709798910532786,0.00876461389182474,0.7605703327927713,-0.14617659526266338,0.5027645453569757,0.13671350953198555,0,0.8084966240745491,FALSE,1.5521321337853164,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2006,1997-2008,0,111,111,108,108,92,16,0.8518518518518519,0,1,0.10782460000000005,-0.03754342953707141,3.5568945000000003,-0.37579161099800823,0.07534900445757951,0.9258186177054789,-0.14617659526266338,0.5027645453569757,0.12159476197672396,0,1.0329715944970221,FALSE,1.9127402192604068,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2007,1997-2008,0,94,94,93,93,80,13,0.8602150537634409,0,1,0.05092959999999991,-0.026089413282402017,3.4236916,-0.3843944108938563,0.023066789724625135,0.9702546083402579,-0.14617659526266338,0.5027645453569757,0.03674644520665713,0,0.5091606488807752,FALSE,1.6507790278537564,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2008,1997-2008,0,99,99,97,97,76,21,0.7835051546391752,0,1,0.18925230000000004,-0.032388948048206724,3.5926114,-0.3919971669142272,0.056552750969979616,1.0936609646790716,-0.14617659526266338,0.5027645453569757,0.025572553400130284,0,0.4782209690321111,FALSE,1.6951310713994607,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2009,2009-2016,1,84,83,83,82,67,15,0.8170731707317073,0,1,0.3604589,-0.003993151236828441,3.5439092000000003,-0.37611588919688405,0.02802737584768193,0.7336451175112167,-0.14617659526266338,0.5027645453569757,-0.11146365582846612,0,0.2638068347986491,FALSE,-0.36346479923213454,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2010,2009-2016,1,88,88,87,87,80,7,0.9195402298850575,0,1,0.09658649999999991,-0.016580181561585285,3.4801322,-0.3936205974738625,0.054352707116965326,0.9391215505019842,-0.14617659526266338,0.5027645453569757,-0.0531507538380585,0,0.31616629994815804,FALSE,0.2133103187841841,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2011,2009-2016,1,99,97,96,95,72,23,0.7578947368421053,0,1,0.06652289999999994,-0.016564792621365558,3.1755081,-0.38574579825757177,0.23540727225528826,1.1485469581956946,-0.14617659526266338,0.5027645453569757,-0.1273329650987164,0,0.7487268155541185,FALSE,0.15823130046910727,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2012,2009-2016,1,92,92,90,90,71,19,0.7888888888888889,0,1,0.19804929999999998,-0.008861193067093959,3.6099750000000004,-0.3925802463939182,0.25249066302376816,1.1843897844369982,-0.14617659526266338,0.5027645453569757,-0.22431439304515352,0,1.1244383702130407,FALSE,0.13942127462502343,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2013,2009-2016,1,61,61,61,61,52,9,0.8524590163934426,0,1,0.3773546,0.10084793306405898,3.5371634,-0.3907805646590878,0.4423435598755482,1.1874938263628558,-0.14617659526266338,0.5027645453569757,-0.40733812582760265,0,0.372999218092506,FALSE,0.18118422666369843,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2014,2009-2016,1,80,79,78,77,68,9,0.8831168831168831,0,1,0.003975599999999968,0.012566112220329311,3.4900998,-0.38467672495198707,0.6050120658314277,1.1721539748570473,-0.14617659526266338,0.5027645453569757,-0.4408447652663162,0,-0.18479974622183865,FALSE,0.1519441542410556,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2015,2009-2016,1,78,78,77,77,60,17,0.7792207792207793,0,1,0.5528464,0.05326995896199673,3.3397036,-0.3813883335444746,0.6317048886035725,0.9425021640041853,-0.14617659526266338,0.5027645453569757,-0.4876025908059322,0,0.3612941106930437,FALSE,0.15873834685759125,0,0,0
ARE,AE,United Arab Emirates,Donor pool,1,2016,2009-2016,1,114,113,113,112,78,34,0.6964285714285714,0,1,0.34669530000000004,0.046832963511599886,3.3283692,-0.36847195864817583,0.649563198677801,0.8781684244950203,-0.14617659526266338,0.5027645453569757,-0.5950510103664018,0,0.2962470712330222,FALSE,0.1661451902466991,0,0,0
ARG,AR,Argentina,Donor pool,1,1997,1997-2008,0,88,88,82,82,51,31,0.6219512195121951,0,1,1.7713736,-0.025257110682029852,2.4446614,-0.19825227527699904,0.07196240672771446,-0.13784620057463937,-0.1477575612036454,0.06740408644951894,0.33869459961291337,0,-0.11008592513791968,TRUE,0.18156208457667983,0,0,0
ARG,AR,Argentina,Donor pool,1,1998,1997-2008,0,84,84,78,78,55,23,0.7051282051282052,0,1,0.7773186000000001,-0.024096760074430193,2.4615835,-0.20532857060247628,0.07826116585185455,-0.13572435467654417,-0.1477575612036454,0.06740408644951894,0.35419552042299296,0,-0.14506417422553985,TRUE,0.18253274686363932,0,0,0
ARG,AR,Argentina,Donor pool,1,1999,1997-2008,0,94,94,89,89,61,28,0.6853932584269663,0,1,1.0551301,-0.02754570318394607,2.2926463,-0.13925075350059254,0.053623162728275824,-0.1508127801418291,-0.1477575612036454,0.06740408644951894,0.33032698839289354,0,-0.1131746031246643,TRUE,0.11734586092600588,0,0,0
ARG,AR,Argentina,Donor pool,1,2000,1997-2008,0,77,77,76,76,52,24,0.6842105263157895,0,1,1.0540929,-0.032352149530632625,2.3460247,-0.11676367702674227,0.16076043750676292,-0.1528265711575107,-0.1477575612036454,0.06740408644951894,0.3091185699961013,0,-0.06081124333977558,TRUE,0.10866279373899168,0,0,0
ARG,AR,Argentina,Donor pool,1,2001,1997-2008,0,85,84,83,83,59,24,0.7108433734939759,0,1,0.9048229,-0.03687632830274077,2.3210124,-0.13548562853818372,0.3402141309312734,-0.16738870293772617,-0.1477575612036454,0.06740408644951894,0.2294108506111226,1,0.026216402467706068,TRUE,0.09760576221891533,0,0,0
ARG,AR,Argentina,Donor pool,1,2002,1997-2008,0,105,105,101,101,63,38,0.6237623762376238,0,1,0.8767494,-0.048414604668110685,2.3748542,-0.09829287398032927,0.3194595626522965,-0.3017367298322794,-0.14653693681139904,0.06740408644951894,0.22756078650146422,1,0.5514734378069917,TRUE,-0.14124063451315974,0,0,0
ARG,AR,Argentina,Donor pool,1,2003,1997-2008,0,91,91,89,89,63,26,0.7078651685393258,0,1,1.236554,-0.04373386698358918,2.6191392000000002,-0.13897255600938221,0.9207648731185982,-0.27967406296858016,-0.14663312406862575,0.06740408644951894,0.27902637484164433,1,0.40975673522221806,TRUE,0.029132559282765036,0,0,0
ARG,AR,Argentina,Donor pool,1,2004,1997-2008,0,90,90,88,88,65,23,0.7386363636363636,0,1,1.0073837,-0.04023490795324379,2.6387833,-0.14712281280782613,0.8963226114188114,-0.2525932236932945,-0.1466197147495042,0.06740408644951894,0.2671463533110513,1,0.19617111373701251,TRUE,0.15119057986379175,0,0,0
ARG,AR,Argentina,Donor pool,1,2005,1997-2008,0,99,99,97,97,72,25,0.7422680412371134,0,1,0.8870492000000001,-0.04638348537624419,2.7323512,-0.11001511015118849,0.9129120065499255,-0.22833085787821775,-0.146631332938114,0.06740408644951894,0.14186920764990604,1,0.2331552805912262,TRUE,0.4566324491431794,0,0,0
ARG,AR,Argentina,Donor pool,1,2006,1997-2008,0,111,111,108,108,89,19,0.8240740740740741,0,1,0.9492302,-0.04506540865104543,2.7154889000000004,-0.16367470295980244,0.7227775756170313,-0.20477099059283993,-0.1465422264131195,0.06740408644951894,0.12795209732288487,1,0.25081834187240276,TRUE,0.31018900872270894,0,0,0
ARG,AR,Argentina,Donor pool,1,2007,1997-2008,0,94,94,93,93,76,17,0.8172043010752689,0,1,0.66791789,-0.04354587797494143,2.7048441100000002,-0.18760737368163352,1.1373754429523866,-0.1661022698889556,-0.14651777821156764,0.06740408644951894,0.05150008893889361,1,0.21271319062828417,TRUE,0.2328249496629814,0,0,0
ARG,AR,Argentina,Donor pool,1,2008,1997-2008,0,99,99,97,97,74,23,0.7628865979381443,0,1,0.72181585,-0.04124155123650822,2.68154325,-0.1933293712245731,1.3601529153344571,-0.11441574222048907,-0.14648908322982998,0.06740408644951894,0.03305448951053201,1,0.17661745200568593,TRUE,0.19774185508069722,0,0,0
ARG,AR,Argentina,Donor pool,1,2009,2009-2016,1,84,83,83,82,69,13,0.8414634146341463,0,1,0.57589676,-0.04257083965354778,2.60755354,-0.2069569278922712,0.6715111047490133,-0.13774487126593782,-0.14615435242008742,0.06740408644951894,-0.07885903164263484,1,0.21352536396254665,TRUE,0.00872551096075911,0,0,0
ARG,AR,Argentina,Donor pool,1,2010,2009-2016,1,88,88,87,87,71,16,0.8160919540229885,0,1,0.8889605700000001,-0.038240975867902656,2.49458513,-0.2217242570464229,1.0863785837010311,-0.07574261992383936,-0.14604422993644767,0.06740408644951894,-0.03484374564474294,1,0.07276938861467948,TRUE,0.04654491487138721,0,0,0
ARG,AR,Argentina,Donor pool,1,2011,2009-2016,1,99,98,96,96,79,17,0.8229166666666666,0,1,0.69381446,-0.03862042620884506,2.54821654,-0.23281724920536725,0.7335600440990288,-0.003917792671283823,-0.1459177500458961,0.06740408644951894,-0.1086922514164393,1,0.04085756199391436,TRUE,-0.07058830680537613,0,0,0
ARG,AR,Argentina,Donor pool,1,2012,2009-2016,1,92,92,90,90,69,21,0.7666666666666667,0,1,0.75393945,-0.03654206220491415,2.65798625,-0.2371350477260539,0.7774286246754047,0.0032946382516976284,-0.14566531906301097,0.06740408644951894,-0.2009194108049872,1,0.07687646700471372,TRUE,-0.09418547603015529,0,0,0
ARG,AR,Argentina,Donor pool,1,2013,2009-2016,1,61,61,61,61,51,10,0.8360655737704918,0,1,0.35965339999999996,-0.03854870350451787,2.8001554,-0.23077532907530915,0.7596049594327207,0.0037048220626120496,-0.14511974782369008,0.06740408644951894,-0.2895245622207791,1,-0.025995769377200023,TRUE,-0.1146092015777128,0,0,0
ARG,AR,Argentina,Donor pool,1,2014,2009-2016,1,80,80,78,78,65,13,0.8333333333333334,0,1,0.6889566,-0.04201284148978495,2.8051188,-0.21998866884848586,0.7030718206157306,-0.01776286554516646,-0.14357254030927358,0.06740408644951894,-0.39471638517906,1,0.0043779051751048495,TRUE,-0.1963192630045434,0,0,0
ARG,AR,Argentina,Donor pool,1,2015,2009-2016,1,78,78,77,77,60,17,0.7792207792207793,0,1,0.06657849999999998,-0.04053680848240308,2.7202786999999997,-0.1956209716628869,0.9752952891715136,0.024744037233744094,-0.14288768601346752,0.06740408644951894,-0.4083201214787441,0,-0.05464009041137796,TRUE,-0.2180116762157655,0,0,0
ARG,AR,Argentina,Donor pool,1,2016,2009-2016,1,114,114,113,113,78,35,0.6902654867256637,0,1,0.32663580000000003,-0.046804652364305935,2.6550381,-0.1665781804431103,0.8379782091744494,-0.00404476743712837,-0.13961988940936138,0.06740408644951894,-0.515911502516367,0,-0.05142223175377515,TRUE,-0.5040997220530427,0,0,0
AUT,AT,Austria,Donor pool,1,1997,1997-2008,0,88,88,82,82,41,41,0.5,0,1,2.49304,-0.0435430055774702,1.722995,-0.28835198865126277,-0.27920720870881893,0.403597219015311,-0.14113043104842032,-0.10915763663082231,0.35414925113394813,1,-0.0647631891818908,FALSE,-0.11167392726898781,1,0,0
AUT,AT,Austria,Donor pool,1,1998,1997-2008,0,84,84,78,78,41,37,0.5256410256410257,0,1,1.5675521000000001,-0.04282235913678508,1.6713500000000001,-0.2876044488870839,-0.2788927041119468,0.4224254367233988,-0.1410270319525453,-0.10915763663082231,0.3700217957945891,1,-0.01071131151771637,FALSE,-0.09392122203519218,1,0,0
AUT,AT,Austria,Donor pool,1,1999,1997-2008,0,94,94,89,89,40,49,0.449438202247191,0,1,1.6969143999999998,-0.04217715119264161,1.650862,-0.2767100340638332,-0.23169472017520332,0.4184948254557422,-0.14779376841559996,-0.10915763663082231,0.34269301868648916,1,-0.012528507118258255,FALSE,-0.05192313531511586,1,0,0
AUT,AT,Austria,Donor pool,1,2000,1997-2008,0,77,76,76,75,40,35,0.5333333333333333,0,1,1.7914166,-0.0434010746908138,1.6087010000000002,-0.24851534379266915,-0.21905337103167796,0.34234259140854206,-0.1477083489329035,-0.10915763663082231,0.3184567669511311,0,0.04903717000516694,FALSE,-0.016089426175861152,1,0,0
AUT,AT,Austria,Donor pool,1,2001,1997-2008,0,85,84,83,83,45,38,0.54216867469879515,0,1,1.6044342999999999,-0.042656942073954485,1.621401,-0.24642085511064576,-0.20739865195000418,0.34067340016466446,-0.14768834110548895,-0.10915763663082231,0.23429643985477927,0,0.04348686967203644,FALSE,0.09261045298603307,1,0,0
AUT,AT,Austria,Donor pool,1,2002,1997-2008,0,105,105,101,101,52,49,0.5148514851485149,0,1,1.4404555000000001,-0.043205951081687906,1.8111481,-0.2641442440068091,-0.17836685178099942,0.3966358701190187,-0.14772322177393252,-0.10915763663082231,0.22315859965021978,0,0.26984442236735035,FALSE,0.05501934118926378,1,0,0
AUT,AT,Austria,Donor pool,1,2003,1997-2008,0,91,91,89,89,51,38,0.5730337078651685,0,1,1.8838907,-0.04444043698609647,1.9718025000000001,-0.2740232287970588,-0.17806181054404738,0.5663497933455686,-0.14782584619988048,-0.10915763663082231,0.2796235451319913,0,0.20520185755650486,FALSE,0.020884674744548515,1,0,0
AUT,AT,Austria,Donor pool,1,2004,1997-2008,0,90,90,88,88,49,39,0.5568181818181818,0,1,1.7645871,-0.04667158201578565,1.8815798999999997,-0.2769377613665128,-0.1849767590076873,0.6987101019057406,-0.1478732374901042,-0.10915763663082231,0.2725864236581619,0,0.23813299859474021,FALSE,-0.23047256870134572,1,0,0
AUT,AT,Austria,Donor pool,1,2005,1997-2008,0,99,99,97,97,54,43,0.5567010309278351,0,1,1.6991684,-0.0040308836100330135,1.920232,-0.26538662870891244,-0.16429862876201892,0.7440568327005361,-0.14787330932592352,-0.10915763663082231,0.10607414784842113,0,0.23421302229271257,FALSE,-0.043203373068660414,1,0,0
AUT,AT,Austria,Donor pool,1,2006,1997-2008,0,111,111,108,108,64,44,0.5925925925925926,0,1,1.7091707999999999,-0.043749949942534165,1.9555483000000002,-0.26512813613508884,-0.14441200342548985,0.8094368028490972,-0.14787766686623338,-0.10915763663082231,0.12684031383913416,0,0.2745489613601037,FALSE,-0.022003841576062326,1,0,0
AUT,AT,Austria,Donor pool,1,2007,1997-2008,0,94,94,93,93,59,34,0.6344086021505376,0,1,1.3710113000000002,-0.027445578665285596,2.0017507,-0.2564767269582812,-0.1440063938203056,0.992830116667061,-0.1479171527657711,-0.10915763663082231,0.03789263266519869,1,0.3022388774917957,FALSE,0.07249784805149806,1,0,0
AUT,AT,Austria,Donor pool,1,2008,1997-2008,0,99,99,97,97,54,43,0.5567010309278351,0,1,1.4494457,-0.04740673599330509,1.9539133999999998,-0.28809122575483675,-0.0921666619906428,1.1385407042041293,-0.1479465776115626,-0.10915763663082231,0.03826510580926463,1,0.33933074004156055,FALSE,0.0506988658200329,1,0,0
AUT,AT,Austria,Donor pool,1,2009,2009-2016,1,84,84,83,83,49,34,0.5903614457831325,0,1,1.4869694,-0.04627828099131293,1.6964809,-0.2941790392625472,-0.0020659709430523574,1.02910711081533,-0.1479246729694513,-0.10915763663082231,-0.07572562120593129,1,0.23689691612283376,FALSE,-0.20310370292931007,1,0,0
AUT,AT,Austria,Donor pool,1,2010,2009-2016,1,88,88,87,87,52,35,0.5977011494252874,0,1,1.5959738,-0.05565781257064615,1.7875719,-0.2915335065975637,0.043771752507886647,0.9924826827354719,-0.14790258126936834,-0.10915763663082231,-0.020123594217710795,1,0.25100109312394825,FALSE,-0.11583003644682253,1,0,0
AUT,AT,Austria,Donor pool,1,2011,2009-2016,1,99,98,96,96,57,39,0.59375,0,1,1.5574952,-0.04901774776273526,1.6845358,-0.29845868344413606,-0.03134613101639926,1.124890636142261,-0.1479238116910051,-0.10915763663082231,-0.09990476891769745,1,0.18460779943688987,FALSE,-0.024013349153703206,1,0,0
AUT,AT,Austria,Donor pool,1,2012,2009-2016,1,92,92,90,90,50,40,0.5555555555555556,0,1,1.562272,-0.055705395286559774,1.8496537000000002,-0.2732833012238218,0.04072908231663969,1.040654827749115,-0.14788836905963662,-0.10915763663082231,-0.184723176688373,1,0.17659447107771656,FALSE,-0.01866833450700987,1,0,0
AUT,AT,Austria,Donor pool,1,2013,2009-2016,1,61,61,61,61,33,28,0.5409836065573771,0,1,1.2615191000000001,-0.060575223520759405,1.8982896999999999,-0.27542904187086664,0.036774522337145815,1.1010423734217982,-0.1479033879389956,-0.10915763663082231,-0.27090845439457695,1,0.2015507400571179,FALSE,-0.009329749091263339,1,0,0
AUT,AT,Austria,Donor pool,1,2014,2009-2016,1,80,80,78,78,41,37,0.5256410256410257,0,1,1.6715819,-0.06087408378275173,1.8224935,-0.26615996067963793,0.10205262610924842,1.1307114036528056,-0.14790351624137238,-0.10915763663082231,-0.3787754685021141,1,0.23013691237961573,FALSE,-0.011738002419646903,1,0,0
AUT,AT,Austria,Donor pool,1,2015,2009-2016,1,78,77,77,76,34,42,0.4473684210526316,0,1,0.8916026,-0.06168902848746369,1.8952546,-0.24159378375024929,0.08860604198643565,0.9132595513019833,-0.14781564444716924,-0.10915763663082231,-0.3904429439633043,1,0.18971580073154345,FALSE,0.11002243682225905,1,0,0
