rcid,data,ano,periodo_2009,pos_2009,sessao,simbolo_resolucao,tema,voto_importante,voto_brasil,voto_china,convergente
5171,2011-12-09,2011,2009-2016,1,66,R/66/77,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5172,2011-12-09,2011,2009-2016,1,66,R/66/78,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5173,2011-12-09,2011,2009-2016,1,66,R/66/79,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5174,2011-12-09,2011,2009-2016,1,66,R/66/80,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5175,2011-12-09,2011,2009-2016,1,66,R/66/82,Colonialism,0,yes,yes,1
5176,2011-12-09,2011,2009-2016,1,66,R/66/83,Colonialism; Economic development,0,yes,yes,1
5177,2011-12-09,2011,2009-2016,1,66,R/66/84,Colonialism,0,yes,yes,1
5178,2011-12-09,2011,2009-2016,1,66,R/66/90,Colonialism,0,yes,yes,1
5118,2011-12-19,2011,2009-2016,1,66,R/66/136,Human rights,1,yes,yes,1
5120,2011-12-19,2011,2009-2016,1,66,R/66/143,Human rights,0,yes,yes,1
5121,2011-12-19,2011,2009-2016,1,66,R/66/144,Human rights,0,yes,yes,1
5122,2011-12-19,2011,2009-2016,1,66,R/66/146,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5123,2011-12-19,2011,2009-2016,1,66,R/66/147,Colonialism; Human rights,0,yes,yes,1
5125,2011-12-19,2011,2009-2016,1,66,R/66/153,Human rights,0,yes,yes,1
5126,2011-12-19,2011,2009-2016,1,66,R/66/154,Human rights,0,yes,yes,1
5127,2011-12-19,2011,2009-2016,1,66,R/66/155,Economic development; Human rights,0,yes,yes,1
5128,2011-12-19,2011,2009-2016,1,66,R/66/156,Human rights,0,yes,yes,1
5129,2011-12-19,2011,2009-2016,1,66,R/66/159,Human rights,0,yes,yes,1
5131,2011-12-19,2011,2009-2016,1,66,R/66/161,Human rights,0,yes,yes,1
5133,2011-12-19,2011,2009-2016,1,66,R/66/174,Human rights,1,yes,no,0
5134,2011-12-19,2011,2009-2016,1,66,R/66/175,Human rights,1,abstain,no,0
5135,2011-12-19,2011,2009-2016,1,66,R/66/176,Human rights,1,yes,abstain,0
5916,2011-12-19,2011,2009-2016,1,66,R/66/175,Human rights,,abstain,yes,0
5137,2011-12-22,2011,2009-2016,1,66,R/66/186,Economic development,0,yes,yes,1
5139,2011-12-22,2011,2009-2016,1,66,R/66/192,Economic development,0,yes,yes,1
5140,2011-12-22,2011,2009-2016,1,66,R/66/195,Economic development,0,yes,yes,1
5144,2011-12-22,2011,2009-2016,1,66,R/66/225,Colonialism; Palestinian conflict,0,yes,yes,1
5145,2011-12-24,2011,2009-2016,1,66,R/66/230,Human rights,0,abstain,no,0
5146,2011-12-24,2011,2009-2016,1,66,R/66/231,Sem codificacao tematica,0,yes,yes,1
5917,2011-12-24,2011,2009-2016,1,66,R/66/247,Sem codificacao tematica,,yes,yes,1
5180,2012-02-16,2012,2009-2016,1,66,R/66/253,Sem codificacao tematica,0,yes,no,0
5179,2012-04-09,2012,2009-2016,1,66,R/66/257,Sem codificacao tematica,0,yes,yes,1
5918,2012-04-09,2012,2009-2016,1,66,R/66/257,Sem codificacao tematica,,no,no,1
5919,2012-04-09,2012,2009-2016,1,66,R/66/257,Sem codificacao tematica,,yes,yes,1
5920,2012-06-21,2012,2009-2016,1,66,R/66/277,Palestinian conflict,,yes,yes,1
5181,2012-11-13,2012,2009-2016,1,67,R/67/4,Economic development,1,yes,yes,1
5182,2012-11-29,2012,2009-2016,1,67,R/67/19,Palestinian conflict,1,yes,yes,1
5183,2012-11-30,2012,2009-2016,1,67,R/67/20,Human rights; Palestinian conflict,1,yes,yes,1
5184,2012-11-30,2012,2009-2016,1,67,R/67/21,Human rights; Palestinian conflict,1,yes,yes,1
5185,2012-11-30,2012,2009-2016,1,67,R/67/22,Palestinian conflict,0,yes,yes,1
5186,2012-11-30,2012,2009-2016,1,67,R/67/23,Palestinian conflict,0,yes,yes,1
5187,2012-11-30,2012,2009-2016,1,67,R/67/24,Palestinian conflict,0,yes,yes,1
5188,2012-11-30,2012,2009-2016,1,67,R/67/25,Sem codificacao tematica,0,yes,yes,1
5190,2012-12-03,2012,2009-2016,1,67,R/67/30,Arms control and disarmament,0,yes,yes,1
5191,2012-12-03,2012,2009-2016,1,67,R/67/31,Nuclear weapons and nuclear material,0,yes,yes,1
5192,2012-12-03,2012,2009-2016,1,67,R/67/32,Arms control and disarmament,0,yes,yes,1
5193,2012-12-03,2012,2009-2016,1,67,R/67/33,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5194,2012-12-03,2012,2009-2016,1,67,R/67/34,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5195,2012-12-03,2012,2009-2016,1,67,R/67/35,Sem codificacao tematica,0,yes,yes,1
5197,2012-12-03,2012,2009-2016,1,67,R/67/38,Arms control and disarmament,0,yes,yes,1
5198,2012-12-03,2012,2009-2016,1,67,R/67/39,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5199,2012-12-03,2012,2009-2016,1,67,R/67/42,Arms control and disarmament,0,yes,abstain,0
5200,2012-12-03,2012,2009-2016,1,67,R/67/43,Sem codificacao tematica,0,yes,yes,1
5201,2012-12-03,2012,2009-2016,1,67,R/67/45,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5202,2012-12-03,2012,2009-2016,1,67,R/67/46,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5203,2012-12-03,2012,2009-2016,1,67,R/67/53,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5204,2012-12-03,2012,2009-2016,1,67,R/67/55,Nuclear weapons and nuclear material,0,yes,yes,1
5205,2012-12-03,2012,2009-2016,1,67,R/67/56,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5206,2012-12-03,2012,2009-2016,1,67,R/67/59,Arms control and disarmament; Nuclear weapons and nuclear material,0,abstain,abstain,1
5207,2012-12-03,2012,2009-2016,1,67,R/67/60,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5208,2012-12-03,2012,2009-2016,1,67,R/67/62,Arms control and disarmament,0,yes,yes,1
5209,2012-12-03,2012,2009-2016,1,67,R/67/64,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5210,2012-12-03,2012,2009-2016,1,67,R/67/73,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5211,2012-12-03,2012,2009-2016,1,67,R/67/76,Nuclear weapons and nuclear material,0,yes,yes,1
5921,2012-12-03,2012,2009-2016,1,67,R/67/34,Nuclear weapons and nuclear material,,yes,yes,1
5922,2012-12-03,2012,2009-2016,1,67,R/67/43,Sem codificacao tematica,,yes,yes,1
5923,2012-12-03,2012,2009-2016,1,67,R/67/43,Sem codificacao tematica,,yes,yes,1
5924,2012-12-03,2012,2009-2016,1,67,R/677/46,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5925,2012-12-03,2012,2009-2016,1,67,R/67/53,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,abstain,0
5926,2012-12-03,2012,2009-2016,1,67,R/67/59,Arms control and disarmament; Economic development; Nuclear weapons and nuclear material,,yes,yes,1
5927,2012-12-03,2012,2009-2016,1,67,R/67/59,Sem codificacao tematica,,yes,yes,1
5928,2012-12-03,2012,2009-2016,1,67,R/67/59,Sem codificacao tematica,,yes,no,0
5929,2012-12-03,2012,2009-2016,1,67,R/67/59,Sem codificacao tematica,,abstain,yes,0
5930,2012-12-03,2012,2009-2016,1,67,R/67/60,Nuclear weapons and nuclear material,,yes,yes,1
5931,2012-12-03,2012,2009-2016,1,67,R/67/62,Arms control and disarmament,,yes,yes,1
5932,2012-12-03,2012,2009-2016,1,67,R/67/73,Sem codificacao tematica,,yes,yes,1
5933,2012-12-03,2012,2009-2016,1,67,R/67/73,Sem codificacao tematica,,yes,yes,1
5934,2012-12-03,2012,2009-2016,1,67,R/67/76,Nuclear weapons and nuclear material,,yes,yes,1
5212,2012-12-11,2012,2009-2016,1,67,R/67/78,Sem codificacao tematica,0,yes,yes,1
5213,2012-12-18,2012,2009-2016,1,67,R/67/114,Palestinian conflict,0,yes,yes,1
5214,2012-12-18,2012,2009-2016,1,67,R/67/115,Sem codificacao tematica,0,yes,yes,1
5215,2012-12-18,2012,2009-2016,1,67,R/67/116,Palestinian conflict,0,yes,yes,1
5216,2012-12-18,2012,2009-2016,1,67,R/67/117,Palestinian conflict,0,yes,yes,1
5217,2012-12-18,2012,2009-2016,1,67,R/67/118,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
5218,2012-12-18,2012,2009-2016,1,67,R/67/119,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5219,2012-12-18,2012,2009-2016,1,67,R/67/120,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5220,2012-12-18,2012,2009-2016,1,67,R/67/121,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5221,2012-12-18,2012,2009-2016,1,67,R/67/122,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5222,2012-12-18,2012,2009-2016,1,67,R/67/125,Colonialism,0,yes,yes,1
5223,2012-12-18,2012,2009-2016,1,67,R/67/126,Colonialism; Economic development,0,yes,yes,1
5224,2012-12-18,2012,2009-2016,1,67,R/67/127,Colonialism,0,yes,yes,1
5225,2012-12-18,2012,2009-2016,1,67,R/67/133,Colonialism,0,yes,yes,1
5226,2012-12-18,2012,2009-2016,1,67,R/67/134,Colonialism,0,yes,yes,1
5227,2012-12-20,2012,2009-2016,1,67,R/67/139,Economic development; Human rights,0,yes,abstain,0
5228,2012-12-20,2012,2009-2016,1,67,R/67/154,Human rights,0,yes,yes,1
5229,2012-12-20,2012,2009-2016,1,67,R/67/155,Human rights,0,yes,yes,1
5230,2012-12-20,2012,2009-2016,1,67,R/67/158,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5231,2012-12-20,2012,2009-2016,1,67,R/67/159,Colonialism; Human rights,0,yes,yes,1
5232,2012-12-20,2012,2009-2016,1,67,R/67/162,Human rights,0,yes,yes,1
5233,2012-12-20,2012,2009-2016,1,67,R/67/165,Human rights,0,yes,yes,1
5234,2012-12-20,2012,2009-2016,1,67,R/67/168,Human rights,0,yes,abstain,0
5235,2012-12-20,2012,2009-2016,1,67,R/67/170,Human rights,0,yes,yes,1
5236,2012-12-20,2012,2009-2016,1,67,R/67/171,Economic development; Human rights,0,yes,yes,1
5237,2012-12-20,2012,2009-2016,1,67,R/67/173,Human rights,0,yes,yes,1
5238,2012-12-20,2012,2009-2016,1,67,R/67/175,Human rights,0,yes,yes,1
5239,2012-12-20,2012,2009-2016,1,67,R/67/176,Human rights,0,yes,no,0
5240,2012-12-20,2012,2009-2016,1,67,R/67/182,Human rights,1,abstain,no,0
5241,2012-12-20,2012,2009-2016,1,67,R/67/183,Human rights,1,yes,no,0
5242,2012-12-21,2012,2009-2016,1,67,R/67/201,Economic development,0,yes,yes,1
5243,2012-12-21,2012,2009-2016,1,67,R/67/202,Economic development,1,yes,abstain,0
5244,2012-12-21,2012,2009-2016,1,67,R/67/217,Economic development,0,yes,yes,1
5245,2012-12-21,2012,2009-2016,1,67,R/67/219,Economic development,0,yes,yes,1
5246,2012-12-21,2012,2009-2016,1,67,R/67/229,Colonialism; Palestinian conflict,0,yes,yes,1
5247,2012-12-24,2012,2009-2016,1,67,R/67/234,Arms control and disarmament; Economic development,0,yes,yes,1
5248,2012-12-24,2012,2009-2016,1,67,R/67/243,Sem codificacao tematica,0,yes,abstain,0
5935,2012-12-24,2012,2009-2016,1,67,R/67/234,Arms control and disarmament; Economic development; Human rights,,yes,yes,1
5936,2012-12-24,2012,2009-2016,1,67,R/67/234,Sem codificacao tematica,,yes,yes,1
5937,2012-12-24,2012,2009-2016,1,67,R/67/243,Sem codificacao tematica,,abstain,yes,0
5938,2012-12-24,2012,2009-2016,1,67,R/67/243,Sem codificacao tematica,,yes,abstain,0
5939,2012-12-24,2012,2009-2016,1,67,R/67/246,Economic development,,yes,abstain,0
5940,2013-06-28,2013,2009-2016,1,67,R/67/279,Palestinian conflict,,yes,yes,1
5249,2013-10-29,2013,2009-2016,1,68,R/68/8,Economic development,1,yes,yes,1
5250,2013-11-26,2013,2009-2016,1,68,R/68/17,Sem codificacao tematica,0,yes,yes,1
5251,2013-11-26,2013,2009-2016,1,68,R/68/16,Palestinian conflict,0,yes,yes,1
5252,2013-11-26,2013,2009-2016,1,68,R/68/15,Palestinian conflict,0,yes,yes,1
5253,2013-11-26,2013,2009-2016,1,68,R/68/14,Palestinian conflict,0,yes,yes,1
5254,2013-11-26,2013,2009-2016,1,68,R/68/13,Human rights; Palestinian conflict,1,yes,yes,1
5255,2013-11-26,2013,2009-2016,1,68,R/68/12,Human rights; Palestinian conflict,1,yes,yes,1
5256,2013-12-05,2013,2009-2016,1,68,R/68/24,Sem codificacao tematica,0,yes,yes,1
5257,2013-12-05,2013,2009-2016,1,68,R/68/28,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5258,2013-12-05,2013,2009-2016,1,68,R/68/29,Arms control and disarmament,0,yes,yes,1
5259,2013-12-05,2013,2009-2016,1,68,R/68/30,Arms control and disarmament,0,yes,yes,1
5260,2013-12-05,2013,2009-2016,1,68,R/68/31,Arms control and disarmament; Economic development,1,yes,yes,1
5261,2013-12-05,2013,2009-2016,1,68,R/68/32,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5262,2013-12-05,2013,2009-2016,1,68,R/68/35,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5263,2013-12-05,2013,2009-2016,1,68,R/68/38,Arms control and disarmament,0,yes,yes,1
5264,2013-12-05,2013,2009-2016,1,68,R/68/39,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5265,2013-12-05,2013,2009-2016,1,68,R/68/40,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5266,2013-12-05,2013,2009-2016,1,68,R/68/42,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5267,2013-12-05,2013,2009-2016,1,68,R/68/43,Arms control and disarmament,1,yes,yes,1
5268,2013-12-05,2013,2009-2016,1,68,R/68/44,Arms control and disarmament,0,yes,yes,1
5269,2013-12-05,2013,2009-2016,1,68,R/68/46,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5270,2013-12-05,2013,2009-2016,1,68,R/68/51,Arms control and disarmament; Nuclear weapons and nuclear material,1,abstain,abstain,1
5271,2013-12-05,2013,2009-2016,1,68,R/68/56,Arms control and disarmament,0,yes,yes,1
5272,2013-12-05,2013,2009-2016,1,68,R/68/58,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5273,2013-12-05,2013,2009-2016,1,68,R/68/65,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5274,2013-12-05,2013,2009-2016,1,68,R/68/68,Nuclear weapons and nuclear material,0,yes,yes,1
5275,2013-12-05,2013,2009-2016,1,68,R/68/47,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5276,2013-12-09,2013,2009-2016,1,68,R/68/70,Sem codificacao tematica,0,yes,yes,1
5277,2013-12-11,2013,2009-2016,1,68,R/68/88,Colonialism; Economic development,0,yes,yes,1
5278,2013-12-11,2013,2009-2016,1,68,R/68/97,Colonialism,0,yes,yes,1
5279,2013-12-11,2013,2009-2016,1,68,R/68/96,Colonialism,0,yes,yes,1
5280,2013-12-11,2013,2009-2016,1,68,R/68/89,Colonialism,0,yes,yes,1
5281,2013-12-11,2013,2009-2016,1,68,R/68/83,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5282,2013-12-11,2013,2009-2016,1,68,R/68/82,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5283,2013-12-11,2013,2009-2016,1,68,R/68/81,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5284,2013-12-11,2013,2009-2016,1,68,R/68/80,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
5285,2013-12-11,2013,2009-2016,1,68,R/68/76,Palestinian conflict,0,yes,yes,1
5286,2013-12-11,2013,2009-2016,1,68,R/68/79,Palestinian conflict,0,yes,yes,1
5287,2013-12-11,2013,2009-2016,1,68,R/68/84,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5288,2013-12-11,2013,2009-2016,1,68,R/68/87,Colonialism,0,yes,yes,1
5289,2013-12-11,2013,2009-2016,1,68,R/68/78,Palestinian conflict,0,yes,yes,1
5290,2013-12-11,2013,2009-2016,1,68,R/68/77,Sem codificacao tematica,0,yes,yes,1
5291,2013-12-18,2013,2009-2016,1,68,R/68/182,Human rights,1,yes,no,0
5292,2013-12-18,2013,2009-2016,1,68,R/68/175,Human rights,0,yes,yes,1
5293,2013-12-18,2013,2009-2016,1,68,R/68/168,Human rights,0,yes,yes,1
5294,2013-12-18,2013,2009-2016,1,68,R/68/161,Human rights,0,yes,yes,1
5295,2013-12-18,2013,2009-2016,1,68,R/68/162,Human rights,0,yes,yes,1
5296,2013-12-18,2013,2009-2016,1,68,R/68/158,Economic development; Human rights,0,yes,yes,1
5297,2013-12-18,2013,2009-2016,1,68,R/68/159,Human rights,0,yes,yes,1
5298,2013-12-18,2013,2009-2016,1,68,R/68/154,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5299,2013-12-18,2013,2009-2016,1,68,R/68/152,Colonialism; Human rights,0,yes,yes,1
5300,2013-12-18,2013,2009-2016,1,68,R/68/151,Human rights,0,yes,yes,1
5301,2013-12-18,2013,2009-2016,1,68,R/68/150,Human rights,0,yes,yes,1
5302,2013-12-18,2013,2009-2016,1,68,R/68/144,Human rights,1,abstain,yes,0
5303,2013-12-18,2013,2009-2016,1,68,R/68/184,Human rights,1,abstain,no,0
5304,2013-12-20,2013,2009-2016,1,68,R/68/200,Economic development,0,yes,yes,1
5305,2013-12-20,2013,2009-2016,1,68,R/68/209,Economic development,1,yes,yes,1
5306,2013-12-20,2013,2009-2016,1,68,R/68/235,Colonialism; Palestinian conflict,0,yes,yes,1
5307,2013-12-20,2013,2009-2016,1,68,R/68/206,Economic development,0,yes,yes,1
5308,2013-12-27,2013,2009-2016,1,68,R/68/241,Human rights,0,yes,yes,1
5309,2014-03-27,2014,2009-2016,1,68,R/68/262,Sem codificacao tematica,0,abstain,abstain,1
5310,2014-06-05,2014,2009-2016,1,68,R/68/274,Economic development,0,abstain,abstain,1
5311,2014-06-30,2014,2009-2016,1,68,R/68/292,Palestinian conflict,0,yes,yes,1
5312,2014-09-09,2014,2009-2016,1,68,R/68/304,Sem codificacao tematica,0,yes,yes,1
5313,2014-10-28,2014,2009-2016,1,69,R/69/5,Economic development,1,yes,yes,1
5314,2014-11-11,2014,2009-2016,1,69,R/69/14,Arms control and disarmament,0,yes,yes,1
5315,2014-11-25,2014,2009-2016,1,69,R/69/20,Human rights; Palestinian conflict,1,yes,yes,1
5316,2014-11-25,2014,2009-2016,1,69,R/69/21,Human rights; Palestinian conflict,1,yes,yes,1
5317,2014-11-25,2014,2009-2016,1,69,R/69/22,Palestinian conflict,0,yes,yes,1
5318,2014-11-25,2014,2009-2016,1,69,R/69/23,Palestinian conflict,0,yes,yes,1
5320,2014-11-25,2014,2009-2016,1,69,R/69/25,Sem codificacao tematica,0,yes,yes,1
5321,2014-12-02,2014,2009-2016,1,69,R/69/27,Arms control and disarmament; Economic development,0,yes,yes,1
5322,2014-12-02,2014,2009-2016,1,69,R/69/30,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5323,2014-12-02,2014,2009-2016,1,69,R/69/31,Arms control and disarmament,0,yes,yes,1
5324,2014-12-02,2014,2009-2016,1,69,R/69/32,Arms control and disarmament,0,yes,yes,1
5325,2014-12-02,2014,2009-2016,1,69,R/69/34,Arms control and disarmament,0,yes,yes,1
5326,2014-12-02,2014,2009-2016,1,69,R/69/35,Nuclear weapons and nuclear material,0,yes,yes,1
5327,2014-12-02,2014,2009-2016,1,69,R/69/37,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5328,2014-12-02,2014,2009-2016,1,69,R/69/40,Nuclear weapons and nuclear material,0,yes,abstain,0
5329,2014-12-02,2014,2009-2016,1,69,R/69/41,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
5330,2014-12-02,2014,2009-2016,1,69,R/69/42,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5331,2014-12-02,2014,2009-2016,1,69,R/69/43,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5332,2014-12-02,2014,2009-2016,1,69,R/69/44,Arms control and disarmament,1,abstain,abstain,1
5333,2014-12-02,2014,2009-2016,1,69,R/69/47,Arms control and disarmament,0,yes,yes,1
5334,2014-12-02,2014,2009-2016,1,69,R/69/48,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5335,2014-12-02,2014,2009-2016,1,69,R/69/49,Arms control and disarmament; Economic development,0,yes,yes,1
5336,2014-12-02,2014,2009-2016,1,69,R/69/52,Arms control and disarmament; Nuclear weapons and nuclear material,1,abstain,abstain,1
5337,2014-12-02,2014,2009-2016,1,69,R/69/53,Sem codificacao tematica,0,yes,yes,1
5338,2014-12-02,2014,2009-2016,1,69,R/69/54,Arms control and disarmament,0,yes,yes,1
5340,2014-12-02,2014,2009-2016,1,69,R/69/58,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5341,2014-12-02,2014,2009-2016,1,69,R/69/59,Arms control and disarmament,0,yes,yes,1
5342,2014-12-02,2014,2009-2016,1,69,R/69/61,Arms control and disarmament,0,yes,yes,1
5343,2014-12-02,2014,2009-2016,1,69,R/69/62,Sem codificacao tematica,0,yes,yes,1
5344,2014-12-02,2014,2009-2016,1,69,R/69/66,Nuclear weapons and nuclear material,0,yes,yes,1
5345,2014-12-02,2014,2009-2016,1,69,R/69/67,Arms control and disarmament; Economic development,0,yes,yes,1
5346,2014-12-02,2014,2009-2016,1,69,R/69/69,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5347,2014-12-02,2014,2009-2016,1,69,R/69/78,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5348,2014-12-02,2014,2009-2016,1,69,R/69/81,Nuclear weapons and nuclear material,1,yes,yes,1
5349,2014-12-05,2014,2009-2016,1,69,R/69/106,Colonialism,0,yes,yes,1
5350,2014-12-05,2014,2009-2016,1,69,R/69/107,Colonialism,0,yes,yes,1
5351,2014-12-05,2014,2009-2016,1,69,R/69/86,Palestinian conflict,0,yes,yes,1
5352,2014-12-05,2014,2009-2016,1,69,R/69/87,Sem codificacao tematica,0,yes,yes,1
5353,2014-12-05,2014,2009-2016,1,69,R/69/88,Palestinian conflict,0,yes,yes,1
5354,2014-12-05,2014,2009-2016,1,69,R/69/89,Palestinian conflict,0,yes,yes,1
5355,2014-12-05,2014,2009-2016,1,69,R/69/90,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
5356,2014-12-05,2014,2009-2016,1,69,R/69/91,Colonialism; Palestinian conflict,0,yes,yes,1
5357,2014-12-05,2014,2009-2016,1,69,R/69/92,Palestinian conflict,0,yes,yes,1
5358,2014-12-05,2014,2009-2016,1,69,R/69/93,Human rights; Palestinian conflict,0,yes,yes,1
5359,2014-12-05,2014,2009-2016,1,69,R/69/94,Sem codificacao tematica,0,yes,yes,1
5360,2014-12-05,2014,2009-2016,1,69,R/69/97,Colonialism,0,yes,yes,1
5361,2014-12-05,2014,2009-2016,1,69,R/69/98,Colonialism; Economic development,0,yes,yes,1
5362,2014-12-05,2014,2009-2016,1,69,R/69/99,Colonialism,0,yes,yes,1
5363,2014-12-18,2014,2009-2016,1,69,R/69/155,Human rights,0,yes,yes,1
5364,2014-12-18,2014,2009-2016,1,69,R/69/160,Human rights,0,yes,yes,1
5365,2014-12-18,2014,2009-2016,1,69,R/69/162,Human rights,0,yes,yes,1
5366,2014-12-18,2014,2009-2016,1,69,R/69/163,Colonialism; Human rights,0,yes,yes,1
5367,2014-12-18,2014,2009-2016,1,69,R/69/165,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
5368,2014-12-18,2014,2009-2016,1,69,R/69/170,Sem codificacao tematica,0,yes,yes,1
5369,2014-12-18,2014,2009-2016,1,69,R/69/171,Human rights,0,yes,yes,1
5370,2014-12-18,2014,2009-2016,1,69,R/69/173,Human rights,0,yes,yes,1
5371,2014-12-18,2014,2009-2016,1,69,R/69/176,Human rights,0,yes,yes,1
5372,2014-12-18,2014,2009-2016,1,69,R/69/178,Sem codificacao tematica,0,yes,yes,1
5373,2014-12-18,2014,2009-2016,1,69,R/69/180,Human rights,0,yes,yes,1
5374,2014-12-18,2014,2009-2016,1,69,R/69/181,Economic development; Human rights,0,yes,yes,1
5375,2014-12-18,2014,2009-2016,1,69,R/69/182,Sem codificacao tematica,1,yes,abstain,0
5376,2014-12-18,2014,2009-2016,1,69,R/69/186,Human rights,0,yes,no,0
5377,2014-12-18,2014,2009-2016,1,69,R/69/188,Human rights,1,yes,no,0
5378,2014-12-18,2014,2009-2016,1,69,R/69/189,Human rights,1,yes,no,0
5379,2014-12-18,2014,2009-2016,1,69,R/69/190,Human rights,1,abstain,no,0
5380,2014-12-19,2014,2009-2016,1,69,R/69/207,Economic development,0,yes,yes,1
5381,2014-12-19,2014,2009-2016,1,69,R/69/210,Economic development,1,yes,abstain,0
5382,2014-12-19,2014,2009-2016,1,69,R/69/212,Sem codificacao tematica,0,yes,yes,1
5383,2014-12-19,2014,2009-2016,1,69,R/69/227,Economic development,1,yes,yes,1
5384,2014-12-19,2014,2009-2016,1,69,R/69/238,Economic development,0,yes,yes,1
5385,2014-12-19,2014,2009-2016,1,69,R/69/239,Sem codificacao tematica,0,yes,yes,1
5386,2014-12-19,2014,2009-2016,1,69,R/69/241,Palestinian conflict,0,yes,yes,1
5387,2014-12-29,2014,2009-2016,1,69,R/69/245,Sem codificacao tematica,0,yes,yes,1
5388,2014-12-29,2014,2009-2016,1,69,R/69/247,Sem codificacao tematica,0,yes,yes,1
5389,2015-06-03,2015,2009-2016,1,69,R/69/286,Sem codificacao tematica,0,abstain,abstain,1
5390,2015-06-25,2015,2009-2016,1,69,R/69/302,Palestinian conflict,0,yes,yes,1
5391,2015-09-10,2015,2009-2016,1,69,R/69/319,Sem codificacao tematica,0,yes,yes,1
5392,2015-09-10,2015,2009-2016,1,69,R/69/320,Sem codificacao tematica,0,yes,yes,1
5393,2015-09-11,2015,2009-2016,1,69,R/69/326,Economic development,0,yes,yes,1
5394,2015-10-27,2015,2009-2016,1,70,R/70/5,Economic development,1,yes,yes,1
5395,2015-11-17,2015,2009-2016,1,70,R/70/10,Sem codificacao tematica,1,yes,yes,1
5396,2015-11-24,2015,2009-2016,1,70,R/70/12,Human rights; Palestinian conflict,1,yes,yes,1
5397,2015-11-24,2015,2009-2016,1,70,R/70/13,Human rights; Palestinian conflict,1,yes,yes,1
5398,2015-11-24,2015,2009-2016,1,70,R/70/14,Palestinian conflict,0,yes,yes,1
5399,2015-11-24,2015,2009-2016,1,70,R/70/15,Palestinian conflict,0,yes,yes,1
5400,2015-11-24,2015,2009-2016,1,70,R/70/16,Palestinian conflict,0,yes,yes,1
5401,2015-11-24,2015,2009-2016,1,70,R/70/17,Sem codificacao tematica,0,yes,yes,1
5402,2015-12-07,2015,2009-2016,1,70,R/70/22,Sem codificacao tematica,0,yes,yes,1
