rcid,data,ano,periodo_2009,pos_2009,sessao,simbolo_resolucao,tema,voto_importante,voto_brasil,voto_china,convergente
5770,2005-12-22,2005,1997-2008,0,60,R/60/201,Sem codificacao tematica,,yes,yes,1
4594,2005-12-23,2005,1997-2008,0,60,R/60/231,Human rights,0,yes,yes,1
4595,2005-12-23,2005,1997-2008,0,60,R/60/230,Sem codificacao tematica,0,yes,yes,1
4596,2005-12-23,2005,1997-2008,0,60,R/60/229,Sem codificacao tematica,0,yes,yes,1
4597,2005-12-23,2005,1997-2008,0,60,R/60/226,Sem codificacao tematica,0,yes,abstain,0
5771,2005-12-23,2005,1997-2008,0,60,R/60/226,Sem codificacao tematica,,yes,yes,1
5772,2005-12-23,2005,1997-2008,0,60,R/60/226,Sem codificacao tematica,,yes,abstain,0
5773,2005-12-23,2005,1997-2008,0,60,R/60/226,Sem codificacao tematica,,yes,yes,1
5774,2005-12-23,2005,1997-2008,0,60,R/60/226,Sem codificacao tematica,,yes,abstain,0
5775,2005-12-23,2005,1997-2008,0,60,R/60/228,Sem codificacao tematica,,yes,yes,1
5776,2005-12-23,2005,1997-2008,0,60,R/60/230,Sem codificacao tematica,,yes,yes,1
5777,2005-12-23,2005,1997-2008,0,60,R/60/230,Sem codificacao tematica,,yes,abstain,0
5778,2005-12-23,2005,1997-2008,0,60,R/60/231,Sem codificacao tematica,,yes,yes,1
5779,2005-12-23,2005,1997-2008,0,60,R/60/231,Sem codificacao tematica,,yes,no,0
5780,2005-12-23,2005,1997-2008,0,60,R/60/231,Sem codificacao tematica,,yes,abstain,0
5781,2005-12-23,2005,1997-2008,0,60,R/60/231,Sem codificacao tematica,,yes,yes,1
4593,2006-03-15,2006,1997-2008,0,60,R/60/251,Human rights,0,yes,yes,1
4592,2006-05-08,2006,1997-2008,0,60,R/60/260,Sem codificacao tematica,0,yes,yes,1
4666,2006-06-30,2006,1997-2008,0,60,R/60/278,Palestinian conflict,0,yes,yes,1
5782,2006-06-30,2006,1997-2008,0,60,R/60/278,Palestinian conflict,,yes,yes,1
4667,2006-10-30,2006,1997-2008,0,61,R/61/8,Sem codificacao tematica,0,yes,yes,1
4668,2006-11-08,2006,1997-2008,0,61,R/61/11,Economic development,1,yes,yes,1
5783,2006-11-08,2006,1997-2008,0,61,R/61/11,Sem codificacao tematica,,yes,yes,1
4669,2006-12-01,2006,1997-2008,0,61,R/61/27,Sem codificacao tematica,0,yes,yes,1
4670,2006-12-01,2006,1997-2008,0,61,R/61/25,Palestinian conflict,0,yes,yes,1
4671,2006-12-01,2006,1997-2008,0,61,R/61/26,Palestinian conflict,0,yes,yes,1
4672,2006-12-01,2006,1997-2008,0,61,R/61/24,Palestinian conflict,0,yes,yes,1
4673,2006-12-01,2006,1997-2008,0,61,R/61/23,Human rights; Palestinian conflict,1,yes,yes,1
4674,2006-12-01,2006,1997-2008,0,61,R/61/22,Human rights; Palestinian conflict,1,yes,yes,1
4675,2006-12-04,2006,1997-2008,0,61,R/61/47,Nuclear weapons and nuclear material,0,yes,yes,1
4676,2006-12-06,2006,1997-2008,0,61,R/61/89,Arms control and disarmament,1,yes,abstain,0
4677,2006-12-06,2006,1997-2008,0,61,R/61/97,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4678,2006-12-06,2006,1997-2008,0,61,R/61/77,Arms control and disarmament,0,yes,yes,1
4679,2006-12-06,2006,1997-2008,0,61,R/61/78,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4680,2006-12-06,2006,1997-2008,0,61,R/61/88,Nuclear weapons and nuclear material,0,yes,yes,1
4681,2006-12-06,2006,1997-2008,0,61,R/61/85,Nuclear weapons and nuclear material,0,yes,abstain,0
4682,2006-12-06,2006,1997-2008,0,61,R/61/84,Arms control and disarmament,0,yes,yes,1
4683,2006-12-06,2006,1997-2008,0,61,R/61/82,Arms control and disarmament,0,yes,yes,1
4684,2006-12-06,2006,1997-2008,0,61,R/61/83,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4685,2006-12-06,2006,1997-2008,0,61,R/61/75,Sem codificacao tematica,0,yes,yes,1
4686,2006-12-06,2006,1997-2008,0,61,R/61/72,Arms control and disarmament,0,yes,yes,1
4687,2006-12-06,2006,1997-2008,0,61,R/61/74,Arms control and disarmament; Colonialism; Nuclear weapons and nuclear material,0,yes,abstain,0
4688,2006-12-06,2006,1997-2008,0,61,R/61/67,Arms control and disarmament,0,yes,yes,1
4689,2006-12-06,2006,1997-2008,0,61,R/61/66,Arms control and disarmament; Economic development,1,yes,yes,1
4690,2006-12-06,2006,1997-2008,0,61,R/61/70,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4691,2006-12-06,2006,1997-2008,0,61,R/61/65,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4692,2006-12-06,2006,1997-2008,0,61,R/61/64,Arms control and disarmament; Economic development,0,yes,yes,1
4693,2006-12-06,2006,1997-2008,0,61,R/61/63,Arms control and disarmament,0,yes,yes,1
4694,2006-12-06,2006,1997-2008,0,61,R/61/62,Arms control and disarmament,0,yes,yes,1
4695,2006-12-06,2006,1997-2008,0,61,R/61/60,Arms control and disarmament,0,yes,yes,1
4696,2006-12-06,2006,1997-2008,0,61,R/61/59,Arms control and disarmament,0,yes,yes,1
4697,2006-12-06,2006,1997-2008,0,61,R/61/58,Arms control and disarmament,0,yes,yes,1
4698,2006-12-06,2006,1997-2008,0,61,R/61/57,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4699,2006-12-06,2006,1997-2008,0,61,R/61/55,Arms control and disarmament,0,abstain,yes,0
4700,2006-12-06,2006,1997-2008,0,61,R/61/54,Economic development,0,yes,yes,1
4701,2006-12-06,2006,1997-2008,0,61,R/61/69,Nuclear weapons and nuclear material,0,yes,yes,1
4702,2006-12-06,2006,1997-2008,0,61,R/61/76,Arms control and disarmament,0,yes,yes,1
4703,2006-12-06,2006,1997-2008,0,61,R/61/104,Nuclear weapons and nuclear material,0,yes,yes,1
4704,2006-12-06,2006,1997-2008,0,61,R/61/103,Nuclear weapons and nuclear material,0,yes,yes,1
5784,2006-12-06,2006,1997-2008,0,61,R/61/69,Arms control and disarmament; Economic development; Nuclear weapons and nuclear material,,yes,yes,1
5785,2006-12-06,2006,1997-2008,0,61,R/61/69,Sem codificacao tematica,,yes,yes,1
5786,2006-12-06,2006,1997-2008,0,61,R/61/72,Arms control and disarmament,,yes,yes,1
5787,2006-12-06,2006,1997-2008,0,61,R/61/77,Sem codificacao tematica,,yes,yes,1
5788,2006-12-06,2006,1997-2008,0,61,R/61/77,Sem codificacao tematica,,yes,yes,1
5789,2006-12-06,2006,1997-2008,0,61,R/61/77,Sem codificacao tematica,,yes,yes,1
5790,2006-12-06,2006,1997-2008,0,61,R/61/77,Sem codificacao tematica,,yes,yes,1
5791,2006-12-06,2006,1997-2008,0,61,R/61/77,Sem codificacao tematica,,yes,yes,1
5792,2006-12-06,2006,1997-2008,0,61,R/61/77,Sem codificacao tematica,,yes,yes,1
5793,2006-12-06,2006,1997-2008,0,61,R/61/77,Sem codificacao tematica,,yes,yes,1
5794,2006-12-06,2006,1997-2008,0,61,R/61/83,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5795,2006-12-06,2006,1997-2008,0,61,R/61/89,Arms control and disarmament; Economic development,,yes,abstain,0
5796,2006-12-06,2006,1997-2008,0,61,R/61/89,Sem codificacao tematica,,yes,abstain,0
5797,2006-12-06,2006,1997-2008,0,61,R/61/103,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
4705,2006-12-14,2006,1997-2008,0,61,R/61/116,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
4706,2006-12-14,2006,1997-2008,0,61,R/61/128B,Colonialism,0,yes,yes,1
4707,2006-12-14,2006,1997-2008,0,61,R/61/128A,Colonialism,0,yes,yes,1
4708,2006-12-14,2006,1997-2008,0,61,R/61/114,Palestinian conflict,0,yes,yes,1
4709,2006-12-14,2006,1997-2008,0,61,R/61/115,Palestinian conflict,0,yes,yes,1
4710,2006-12-14,2006,1997-2008,0,61,R/61/135,Palestinian conflict,0,yes,yes,1
4711,2006-12-14,2006,1997-2008,0,61,R/61/130,Colonialism,0,yes,yes,1
4712,2006-12-14,2006,1997-2008,0,61,R/61/129,Colonialism,0,yes,yes,1
4713,2006-12-14,2006,1997-2008,0,61,R/61/128AB,Colonialism,0,yes,yes,1
4715,2006-12-14,2006,1997-2008,0,61,R/61/112,Palestinian conflict,0,yes,yes,1
4716,2006-12-14,2006,1997-2008,0,61,R/61/113,Sem codificacao tematica,0,yes,yes,1
4717,2006-12-14,2006,1997-2008,0,61,R/61/117,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4718,2006-12-14,2006,1997-2008,0,61,R/61/118,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4719,2006-12-14,2006,1997-2008,0,61,R/61/119,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4720,2006-12-14,2006,1997-2008,0,61,R/61/120,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4721,2006-12-14,2006,1997-2008,0,61,R/61/122,Colonialism,0,yes,yes,1
4722,2006-12-14,2006,1997-2008,0,61,R/61/123,Colonialism; Economic development,0,yes,yes,1
4723,2006-12-19,2006,1997-2008,0,61,R/61/176,Human rights,1,abstain,no,0
4724,2006-12-19,2006,1997-2008,0,61,R/61/175,Human rights,1,abstain,no,0
4725,2006-12-19,2006,1997-2008,0,61,R/61/174,Human rights,1,yes,no,0
4726,2006-12-19,2006,1997-2008,0,61,R/61/173,Sem codificacao tematica,0,yes,abstain,0
4727,2006-12-19,2006,1997-2008,0,61,R/61/170,Human rights,0,yes,yes,1
4728,2006-12-19,2006,1997-2008,0,61,R/61/169,Economic development; Human rights,0,yes,yes,1
4729,2006-12-19,2006,1997-2008,0,61,R/61/166,Human rights,0,abstain,yes,0
4730,2006-12-19,2006,1997-2008,0,61,R/61/164,Sem codificacao tematica,1,yes,yes,1
4731,2006-12-19,2006,1997-2008,0,61,R/61/163,Human rights,0,yes,yes,1
4732,2006-12-19,2006,1997-2008,0,61,R/61/162,Human rights,0,yes,yes,1
4733,2006-12-19,2006,1997-2008,0,61,R/61/160,Sem codificacao tematica,0,yes,yes,1
4734,2006-12-19,2006,1997-2008,0,61,R/61/159,Human rights,0,abstain,yes,0
4735,2006-12-19,2006,1997-2008,0,61,R/61/156,Human rights,0,abstain,yes,0
4736,2006-12-19,2006,1997-2008,0,61,R/61/154,Human rights; Palestinian conflict,0,yes,yes,1
4737,2006-12-19,2006,1997-2008,0,61,R/61/152,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4738,2006-12-19,2006,1997-2008,0,61,R/61/151,Colonialism; Human rights,0,yes,yes,1
4739,2006-12-19,2006,1997-2008,0,61,R/61/149,Human rights,0,yes,yes,1
4740,2006-12-19,2006,1997-2008,0,61,R/61/147,Human rights,0,yes,yes,1
4741,2006-12-19,2006,1997-2008,0,61,R/61/146,Human rights,0,yes,yes,1
5798,2006-12-19,2006,1997-2008,0,61,R/61/156,Human rights,,abstain,yes,0
5799,2006-12-19,2006,1997-2008,0,61,R/61/173,Human rights,,yes,no,0
5800,2006-12-19,2006,1997-2008,0,61,R/61/173,Sem codificacao tematica,,yes,no,0
5801,2006-12-19,2006,1997-2008,0,61,R/61/175,Sem codificacao tematica,,abstain,yes,0
5802,2006-12-19,2006,1997-2008,0,61,R/61/176,Sem codificacao tematica,,abstain,yes,0
4742,2006-12-20,2006,1997-2008,0,61,R/61/222,Sem codificacao tematica,0,yes,yes,1
4743,2006-12-20,2006,1997-2008,0,61,R/61/201,Sem codificacao tematica,0,yes,yes,1
4744,2006-12-20,2006,1997-2008,0,61,R/61/194,Sem codificacao tematica,0,yes,yes,1
4745,2006-12-20,2006,1997-2008,0,61,R/61/186,Economic development,1,yes,yes,1
4746,2006-12-20,2006,1997-2008,0,61,R/61/184,Palestinian conflict,0,yes,yes,1
4747,2006-12-20,2006,1997-2008,0,61,R/61/178,Human rights,0,abstain,abstain,1
4748,2006-12-22,2006,1997-2008,0,61,R/61/250A,Sem codificacao tematica,0,yes,yes,1
4749,2006-12-22,2006,1997-2008,0,61,R/61/232,Human rights,1,yes,no,0
5804,2006-12-22,2006,1997-2008,0,61,R/61/232,Sem codificacao tematica,,yes,no,0
5805,2006-12-22,2006,1997-2008,0,61,R/61/250,Palestinian conflict,,yes,yes,1
4751,2007-04-02,2007,1997-2008,0,61,R/61/250B,Palestinian conflict,0,yes,yes,1
5806,2007-04-02,2007,1997-2008,0,61,R/61/250B,Palestinian conflict,,yes,yes,1
4752,2007-06-29,2007,1997-2008,0,61,R/61/250C,Palestinian conflict,0,yes,yes,1
5807,2007-06-29,2007,1997-2008,0,61,R/61/250C,Palestinian conflict,,yes,yes,1
4753,2007-09-13,2007,1997-2008,0,61,R/61/295,Human rights,0,yes,yes,1
4754,2007-10-30,2007,1997-2008,0,62,R/62/3,Economic development,1,yes,yes,1
4755,2007-12-05,2007,1997-2008,0,62,R/62/19,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4756,2007-12-05,2007,1997-2008,0,62,R/62/32,Nuclear weapons and nuclear material,0,yes,abstain,0
4757,2007-12-05,2007,1997-2008,0,62,R/62/20,Arms control and disarmament,0,yes,yes,1
4758,2007-12-05,2007,1997-2008,0,62,R/62/41,Arms control and disarmament,0,yes,yes,1
4759,2007-12-05,2007,1997-2008,0,62,R/62/39,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4760,2007-12-05,2007,1997-2008,0,62,R/62/44,Arms control and disarmament,0,yes,yes,1
4761,2007-12-05,2007,1997-2008,0,62,R/62/42,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4762,2007-12-05,2007,1997-2008,0,62,R/62/47,Arms control and disarmament; Economic development,0,yes,yes,1
4763,2007-12-05,2007,1997-2008,0,62,R/62/28,Arms control and disarmament,0,yes,yes,1
4764,2007-12-05,2007,1997-2008,0,62,R/62/43,Sem codificacao tematica,0,yes,yes,1
4765,2007-12-05,2007,1997-2008,0,62,R/62/24,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4766,2007-12-05,2007,1997-2008,0,62,R/62/25,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4767,2007-12-05,2007,1997-2008,0,62,R/62/14,Sem codificacao tematica,0,yes,yes,1
4768,2007-12-05,2007,1997-2008,0,62,R/62/35,Nuclear weapons and nuclear material,0,yes,yes,1
4769,2007-12-05,2007,1997-2008,0,62,R/62/27,Arms control and disarmament,0,yes,yes,1
4770,2007-12-05,2007,1997-2008,0,62,R/62/17,Economic development,0,yes,yes,1
4772,2007-12-05,2007,1997-2008,0,62,R/62/31,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4773,2007-12-05,2007,1997-2008,0,62,R/62/36,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4774,2007-12-05,2007,1997-2008,0,62,R/62/48,Arms control and disarmament; Economic development,0,yes,yes,1
4775,2007-12-05,2007,1997-2008,0,62,R/62/29,Arms control and disarmament,0,yes,yes,1
4776,2007-12-05,2007,1997-2008,0,62,R/62/59,Nuclear weapons and nuclear material,0,yes,yes,1
4777,2007-12-05,2007,1997-2008,0,62,R/62/51,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4778,2007-12-05,2007,1997-2008,0,62,R/62/56,Nuclear weapons and nuclear material,0,yes,yes,1
5808,2007-12-05,2007,1997-2008,0,62,R/62/25,Nuclear weapons and nuclear material,,yes,yes,1
5809,2007-12-05,2007,1997-2008,0,62,R/62/35,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5810,2007-12-05,2007,1997-2008,0,62,R/62/35,Sem codificacao tematica,,yes,yes,1
5811,2007-12-05,2007,1997-2008,0,62,R/62/56,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
4779,2007-12-10,2007,1997-2008,0,62,R/62/84,Palestinian conflict,0,yes,yes,1
4780,2007-12-10,2007,1997-2008,0,62,R/62/80,Human rights; Palestinian conflict,1,yes,yes,1
4781,2007-12-10,2007,1997-2008,0,62,R/62/81,Human rights; Palestinian conflict,1,yes,yes,1
4782,2007-12-10,2007,1997-2008,0,62,R/62/83,Palestinian conflict,0,yes,yes,1
4783,2007-12-10,2007,1997-2008,0,62,R/62/85,Sem codificacao tematica,0,yes,yes,1
4784,2007-12-10,2007,1997-2008,0,62,R/62/82,Palestinian conflict,0,yes,yes,1
5812,2007-12-10,2007,1997-2008,0,62,R/62/86,Sem codificacao tematica,,yes,yes,1
4785,2007-12-17,2007,1997-2008,0,62,R/62/119,Colonialism,0,yes,yes,1
4786,2007-12-17,2007,1997-2008,0,62,R/62/120,Colonialism,0,yes,yes,1
4787,2007-12-17,2007,1997-2008,0,62,R/62/113,Colonialism; Economic development,0,yes,yes,1
4788,2007-12-17,2007,1997-2008,0,62,R/62/112,Colonialism,0,yes,yes,1
4789,2007-12-17,2007,1997-2008,0,62,R/62/106,Colonialism; Human rights; Palestinian conflict,1,yes,yes,1
4790,2007-12-17,2007,1997-2008,0,62,R/62/107,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4791,2007-12-17,2007,1997-2008,0,62,R/62/103,Palestinian conflict,0,yes,yes,1
4792,2007-12-17,2007,1997-2008,0,62,R/62/105,Palestinian conflict,0,yes,yes,1
4793,2007-12-17,2007,1997-2008,0,62,R/62/114,Colonialism,0,yes,yes,1
4794,2007-12-17,2007,1997-2008,0,62,R/62/102,Palestinian conflict,0,yes,yes,1
4795,2007-12-17,2007,1997-2008,0,62,R/62/108,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4796,2007-12-17,2007,1997-2008,0,62,R/62/110,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4797,2007-12-17,2007,1997-2008,0,62,R/62/104,Palestinian conflict,0,yes,yes,1
5813,2007-12-17,2007,1997-2008,0,62,R/62/120,Sem codificacao tematica,,yes,yes,1
4798,2007-12-18,2007,1997-2008,0,62,R/62/142,Human rights,0,yes,yes,1
4799,2007-12-18,2007,1997-2008,0,62,R/62/143,Human rights,0,yes,yes,1
4800,2007-12-18,2007,1997-2008,0,62,R/62/162,Human rights,0,yes,yes,1
4801,2007-12-18,2007,1997-2008,0,62,R/62/149,Human rights,0,yes,no,0
4802,2007-12-18,2007,1997-2008,0,62,R/62/163,Human rights,0,yes,yes,1
4803,2007-12-18,2007,1997-2008,0,62,R/62/154,Human rights,0,abstain,yes,0
4804,2007-12-18,2007,1997-2008,0,62,R/62/164,Human rights,0,yes,yes,1
4805,2007-12-18,2007,1997-2008,0,62,R/62/151,Human rights,0,abstain,yes,0
4806,2007-12-18,2007,1997-2008,0,62,R/62/150,Human rights,0,yes,yes,1
4807,2007-12-18,2007,1997-2008,0,62,R/62/169,Human rights,1,abstain,no,0
4808,2007-12-18,2007,1997-2008,0,62,R/62/146,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4809,2007-12-18,2007,1997-2008,0,62,R/62/145,Colonialism; Human rights,0,yes,yes,1
4810,2007-12-18,2007,1997-2008,0,62,R/62/161,Economic development; Human rights,0,yes,yes,1
4811,2007-12-18,2007,1997-2008,0,62,R/62/166,Human rights,0,abstain,yes,0
4812,2007-12-18,2007,1997-2008,0,62,R/62/141,Human rights,0,yes,yes,1
4813,2007-12-18,2007,1997-2008,0,62,R/62/167,Human rights,1,yes,no,0
4814,2007-12-18,2007,1997-2008,0,62,R/62/168,Human rights,1,abstain,no,0
5814,2007-12-18,2007,1997-2008,0,62,R/62/150,Sem codificacao tematica,,yes,yes,1
5815,2007-12-18,2007,1997-2008,0,62,,Sem codificacao tematica,,abstain,yes,0
5816,2007-12-18,2007,1997-2008,0,62,,Sem codificacao tematica,,abstain,yes,0
5817,2007-12-18,2007,1997-2008,0,62,R/62/168,Sem codificacao tematica,,abstain,no,0
4815,2007-12-19,2007,1997-2008,0,62,R/62/184,Economic development,1,yes,yes,1
4816,2007-12-19,2007,1997-2008,0,62,R/62/183,Economic development,0,yes,yes,1
4817,2007-12-19,2007,1997-2008,0,62,R/62/181,Palestinian conflict,0,yes,yes,1
4818,2007-12-19,2007,1997-2008,0,62,R/62/190,Economic development,1,yes,yes,1
4819,2007-12-19,2007,1997-2008,0,62,R/62/188,Economic development,0,yes,yes,1
5818,2007-12-19,2007,1997-2008,0,62,R/62/193,Sem codificacao tematica,,yes,yes,1
4820,2007-12-22,2007,1997-2008,0,62,R/62/222,Human rights,1,yes,no,0
4821,2007-12-22,2007,1997-2008,0,62,R/62/241,Economic development,0,yes,yes,1
4822,2007-12-22,2007,1997-2008,0,62,R/62/236,Economic development,1,yes,yes,1
4823,2007-12-22,2007,1997-2008,0,62,R/62/218,Sem codificacao tematica,0,yes,yes,1
4824,2007-12-22,2007,1997-2008,0,62,R/62/215,Sem codificacao tematica,0,yes,yes,1
4825,2007-12-22,2007,1997-2008,0,62,R/62/220,Human rights,0,yes,yes,1
4826,2007-12-22,2007,1997-2008,0,62,R/62/216,Arms control and disarmament,0,yes,yes,1
4827,2007-12-22,2007,1997-2008,0,62,R/62/219,Human rights,1,yes,yes,1
5819,2007-12-22,2007,1997-2008,0,62,R/62/217,Sem codificacao tematica,,yes,yes,1
5820,2007-12-22,2007,1997-2008,0,62,R/62/218,Sem codificacao tematica,,yes,abstain,0
5821,2007-12-22,2007,1997-2008,0,62,R/62/218,Sem codificacao tematica,,yes,yes,1
5822,2007-12-22,2007,1997-2008,0,62,R/62/238,Sem codificacao tematica,,yes,yes,1
4828,2008-03-14,2008,1997-2008,0,62,R/62/243,Colonialism,0,abstain,abstain,1
5823,2008-06-20,2008,1997-2008,0,62,R/62/265,Palestinian conflict,,yes,yes,1
4830,2008-06-30,2008,1997-2008,0,62,R/62/270,Economic development,0,yes,yes,1
4831,2008-10-08,2008,1997-2008,0,63,R/63/3,Sem codificacao tematica,0,yes,yes,1
4833,2008-10-29,2008,1997-2008,0,63,R/63/7,Economic development,1,yes,yes,1
4834,2008-11-03,2008,1997-2008,0,63,R/63/13,Nuclear weapons and nuclear material,0,yes,yes,1
4835,2008-11-26,2008,1997-2008,0,63,R/63/31,Sem codificacao tematica,0,yes,yes,1
4836,2008-11-26,2008,1997-2008,0,63,R/63/30,Palestinian conflict,0,yes,yes,1
4837,2008-11-26,2008,1997-2008,0,63,R/63/29,Palestinian conflict,0,yes,yes,1
4838,2008-11-26,2008,1997-2008,0,63,R/63/28,Palestinian conflict,0,yes,yes,1
4839,2008-11-26,2008,1997-2008,0,63,R/63/27,Human rights; Palestinian conflict,1,yes,yes,1
4840,2008-11-26,2008,1997-2008,0,63,R/63/26,Human rights; Palestinian conflict,1,yes,yes,1
4841,2008-12-02,2008,1997-2008,0,63,R/63/69,Arms control and disarmament,0,yes,yes,1
4842,2008-12-02,2008,1997-2008,0,63,R/63/72,Arms control and disarmament; Economic development,0,yes,yes,1
4843,2008-12-02,2008,1997-2008,0,63,R/63/73,Arms control and disarmament; Colonialism; Nuclear weapons and nuclear material,0,yes,abstain,0
4844,2008-12-02,2008,1997-2008,0,63,R/63/53,Arms control and disarmament,0,yes,yes,1
4845,2008-12-02,2008,1997-2008,0,63,R/63/84,Nuclear weapons and nuclear material,0,yes,yes,1
4846,2008-12-02,2008,1997-2008,0,63,R/63/87,Nuclear weapons and nuclear material,0,yes,yes,1
4847,2008-12-02,2008,1997-2008,0,63,R/63/68,Sem codificacao tematica,0,yes,yes,1
4848,2008-12-02,2008,1997-2008,0,63,R/63/65,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4849,2008-12-02,2008,1997-2008,0,63,R/63/64,Arms control and disarmament,0,yes,yes,1
4850,2008-12-02,2008,1997-2008,0,63,R/63/50,Arms control and disarmament,0,yes,yes,1
4851,2008-12-02,2008,1997-2008,0,63,R/63/63,Nuclear weapons and nuclear material,0,yes,yes,1
4852,2008-12-02,2008,1997-2008,0,63,R/63/62,Arms control and disarmament,0,yes,yes,1
4854,2008-12-02,2008,1997-2008,0,63,R/63/58,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4856,2008-12-02,2008,1997-2008,0,63,R/63/49,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4857,2008-12-02,2008,1997-2008,0,63,R/63/46,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4858,2008-12-02,2008,1997-2008,0,63,R/63/47,Nuclear weapons and nuclear material,0,yes,abstain,0
4859,2008-12-02,2008,1997-2008,0,63,R/63/44,Arms control and disarmament,0,yes,yes,1
4860,2008-12-02,2008,1997-2008,0,63,R/63/42,Arms control and disarmament,0,yes,yes,1
4861,2008-12-02,2008,1997-2008,0,63,R/63/41,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,abstain,0
4862,2008-12-02,2008,1997-2008,0,63,R/63/40,Arms control and disarmament,0,yes,yes,1
4863,2008-12-02,2008,1997-2008,0,63,R/63/39,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
4864,2008-12-02,2008,1997-2008,0,63,R/63/37,Economic development,0,yes,yes,1
4865,2008-12-02,2008,1997-2008,0,63,R/63/36,Arms control and disarmament; Economic development,0,yes,yes,1
4866,2008-12-02,2008,1997-2008,0,63,R/63/75,Arms control and disarmament; Nuclear weapons and nuclear material,0,yes,yes,1
5824,2008-12-02,2008,1997-2008,0,63,R/63/58,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
5825,2008-12-02,2008,1997-2008,0,63,R/63/62,Arms control and disarmament,,yes,yes,1
5826,2008-12-02,2008,1997-2008,0,63,R/63/65,Nuclear weapons and nuclear material,,yes,yes,1
5827,2008-12-02,2008,1997-2008,0,63,R/63/69,Sem codificacao tematica,,yes,yes,1
5828,2008-12-02,2008,1997-2008,0,63,R/63/69,Sem codificacao tematica,,yes,yes,1
5829,2008-12-02,2008,1997-2008,0,63,R/63/69,Sem codificacao tematica,,yes,yes,1
5830,2008-12-02,2008,1997-2008,0,63,R/63/69,Sem codificacao tematica,,yes,yes,1
5831,2008-12-02,2008,1997-2008,0,63,R/63/69,Sem codificacao tematica,,yes,yes,1
5832,2008-12-02,2008,1997-2008,0,63,R/63/69,Sem codificacao tematica,,yes,yes,1
5833,2008-12-02,2008,1997-2008,0,63,R/63/72,Arms control and disarmament; Economic development,,yes,yes,1
5834,2008-12-02,2008,1997-2008,0,63,R/63/72,Sem codificacao tematica,,yes,yes,1
5835,2008-12-02,2008,1997-2008,0,63,R/63/84,Arms control and disarmament; Nuclear weapons and nuclear material,,yes,yes,1
4867,2008-12-05,2008,1997-2008,0,63,R/63/91,Palestinian conflict,0,yes,yes,1
4868,2008-12-05,2008,1997-2008,0,63,R/63/101,Colonialism,0,yes,yes,1
4869,2008-12-05,2008,1997-2008,0,63,R/63/110,Colonialism,0,yes,yes,1
4870,2008-12-05,2008,1997-2008,0,63,R/63/109,Colonialism,0,yes,yes,1
4871,2008-12-05,2008,1997-2008,0,63,R/63/103,Colonialism,0,yes,yes,1
4872,2008-12-05,2008,1997-2008,0,63,R/63/102,Colonialism; Economic development,0,yes,yes,1
4873,2008-12-05,2008,1997-2008,0,63,R/63/111,Sem codificacao tematica,0,yes,yes,1
4874,2008-12-05,2008,1997-2008,0,63,R/63/99,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4875,2008-12-05,2008,1997-2008,0,63,R/63/98,Colonialism; Human rights; Palestinian conflict,0,yes,yes,1
4876,2008-12-05,2008,1997-2008,0,63,R/63/92,Palestinian conflict,0,yes,yes,1
